Pos,No,Driver,Car,Time,Gap,Laps
1,5,Damon HillHIL,Williams Renault,1:19.343,,7
2,6,David CoulthardCOU,Williams Renault,1:19.378,+0.035s,10
3,1,Michael SchumacherMSC,Benetton Renault,1:19.908,+0.565s,16
4,28,Gerhard BergerBER,Ferrari,1:20.637,+1.294s,7
5,2,Johnny HerbertHER,Benetton Renault,1:21.275,+1.932s,14
6,8,Mika HakkinenHAK,McLaren Mercedes,1:21.292,+1.949s,14
7,7,Mark BlundellBLU,McLaren Mercedes,1:21.306,+1.963s,18
8,30,Heinz-Harald FrentzenFRE,Sauber Ford,1:21.356,+2.013s,12
9,15,Eddie IrvineIRV,Jordan Peugeot,1:21.513,+2.170s,13
10,27,Jean AlesiALE,Ferrari,1:21.533,+2.190s,9
11,26,Olivier PanisPAN,Ligier Mugen Honda,1:21.614,+2.271s,17
12,14,Rubens BarrichelloBAR,Jordan Peugeot,1:21.772,+2.429s,19
13,25,Martin BrundleBRU,Ligier Mugen Honda,1:21.951,+2.608s,16
14,29,Jean-Christophe BoullionBOU,Sauber Ford,1:23.087,+3.744s,8
15,23,Pedro LamyLAM,Minardi Ford,1:23.387,+4.044s,17
16,4,Mika SaloSAL,Tyrrell Yamaha,1:23.415,+4.072s,15
17,9,Massimiliano PapisPAP,Footwork Hart,1:23.820,+4.477s,13
18,24,Luca BadoerBAD,Minardi Ford,1:24.379,+5.036s,15
19,3,Gabriele TarquiniTAR,Tyrrell Yamaha,1:24.635,+5.292s,12
20,21,Pedro DinizDIN,Forti Ford,1:25.271,+5.928s,18
21,17,Andrea MonterminiMON,Pacific Ilmor,1:25.287,+5.944s,10
22,10,Taki InoueINO,Footwork Hart,1:26.094,+6.751s,13
23,22,Roberto MorenoMOR,Forti Ford,1:28.594,+9.251s,2
24,16,Jean-Denis DeletrazDEL,Pacific Ilmor,1:28.606,+9.263s,13
