Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:56.824
2,44,Lewis HamiltonHAM,Mercedes,1:56.929
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:57.969
4,26,Daniil KvyatKVY,Red Bull Racing Renault,1:58.434
5,11,Sergio PerezPER,Force India Mercedes,1:59.210
6,27,Nico HulkenbergHUL,Force India Mercedes,1:59.333
7,19,Felipe MassaMAS,Williams Mercedes,1:59.999
8,33,Max VerstappenVER,STR Renault,2:00.199
9,14,Fernando AlonsoALO,McLaren Honda,2:00.265
10,8,Romain GrosjeanGRO,Lotus Mercedes,2:00.595
11,22,Jenson ButtonBUT,McLaren Honda,2:01.193
12,13,Pastor MaldonadoMAL,Lotus Mercedes,2:01.604
13,5,Sebastian VettelVET,Ferrari,1:58.596
14,9,Marcus EricssonERI,Sauber Ferrari,2:02.212
15,12,Felipe NasrNAS,Sauber Ferrari,2:03.194
16,77,Valtteri BottasBOT,Williams Mercedes,2:00.334
17,53,Alexander RossiRSI,Marussia Ferrari,2:04.176
18,7,Kimi RäikkönenRAI,Ferrari,1:59.703
19,28,Will StevensSTE,Marussia Ferrari,2:04.526
20,55,Carlos SainzSAI,STR Renault,2:07.304
