Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:14.393
2,6,Nico RosbergROS,Mercedes,1:14.702
3,7,Kimi RäikkönenRAI,Ferrari,1:15.014
4,77,Valtteri BottasBOT,Williams Mercedes,1:15.102
5,8,Romain GrosjeanGRO,Lotus Mercedes,1:15.194
6,13,Pastor MaldonadoMAL,Lotus Mercedes,1:15.329
7,27,Nico HulkenbergHUL,Force India Mercedes,1:15.614
8,26,Daniil KvyatKVY,Red Bull Racing Renault,1:16.079
9,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:16.114
10,11,Sergio PerezPER,Force India Mercedes,1:16.338
11,55,Carlos SainzSAI,STR Renault,1:16.042
12,9,Marcus EricssonERI,Sauber Ferrari,1:16.262
13,14,Fernando AlonsoALO,McLaren Honda,1:16.276
14,12,Felipe NasrNAS,Sauber Ferrari,1:16.620
15,19,Felipe MassaMAS,Williams Mercedes,1:17.886
16,98,Roberto MerhiMER,Marussia Ferrari,1:19.133
17,28,Will StevensSTE,Marussia Ferrari,1:19.157
18,5,Sebastian VettelVET,Ferrari,1:17.344
19,33,Max VerstappenVER,STR Renault,1:16.245
20,22,Jenson ButtonBUT,McLaren Honda,
