Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:23.397
2,7,Kimi RäikkönenRAI,Ferrari,1:23.631
3,5,Sebastian VettelVET,Ferrari,1:23.685
4,6,Nico RosbergROS,Mercedes,1:23.703
5,19,Felipe MassaMAS,Williams Mercedes,1:23.940
6,77,Valtteri BottasBOT,Williams Mercedes,1:24.127
7,11,Sergio PerezPER,Force India Mercedes,1:24.626
8,8,Romain GrosjeanGRO,Lotus Mercedes,1:25.054
9,27,Nico HulkenbergHUL,Force India Mercedes,1:25.317
10,13,Pastor MaldonadoMAL,Lotus Mercedes,1:24.525
11,12,Felipe NasrNAS,Sauber Ferrari,1:24.898
12,9,Marcus EricssonERI,Sauber Ferrari,1:26.214
13,28,Will StevensSTE,Marussia Ferrari,1:27.731
14,98,Roberto MerhiMER,Marussia Ferrari,1:27.912
15,22,Jenson ButtonBUT,McLaren Honda,1:26.058
16,14,Fernando AlonsoALO,McLaren Honda,1:26.154
17,55,Carlos SainzSAI,STR Renault,1:25.618
18,26,Daniil KvyatKVY,Red Bull Racing Renault,1:25.796
19,3,Daniel RicciardoRIC,Red Bull Racing Renault,
20,33,Max VerstappenVER,STR Renault,
