Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:11.282
2,44,Lewis HamiltonHAM,Mercedes,1:11.360
3,5,Sebastian VettelVET,Ferrari,1:11.804
4,7,Kimi RäikkönenRAI,Ferrari,1:12.144
5,27,Nico HulkenbergHUL,Force India Mercedes,1:12.265
6,26,Daniil KvyatKVY,Red Bull Racing Renault,1:12.322
7,77,Valtteri BottasBOT,Williams Mercedes,1:12.085
8,19,Felipe MassaMAS,Williams Mercedes,1:12.415
9,33,Max VerstappenVER,STR Renault,1:12.739
10,55,Carlos SainzSAI,STR Renault,1:13.045
11,11,Sergio PerezPER,Force India Mercedes,1:13.147
12,9,Marcus EricssonERI,Sauber Ferrari,1:13.233
13,12,Felipe NasrNAS,Sauber Ferrari,1:12.989
14,8,Romain GrosjeanGRO,Lotus Mercedes,1:13.913
15,13,Pastor MaldonadoMAL,Lotus Mercedes,1:13.385
16,22,Jenson ButtonBUT,McLaren Honda,1:13.425
17,53,Alexander RossiRSI,Marussia Ferrari,1:16.151
18,28,Will StevensSTE,Marussia Ferrari,1:16.283
19,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:12.417
20,14,Fernando AlonsoALO,McLaren Honda,
