Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:35.782
2,6,Nico RosbergROS,Mercedes,1:35.824
3,5,Sebastian VettelVET,Ferrari,1:36.687
4,19,Felipe MassaMAS,Williams Mercedes,1:36.954
5,77,Valtteri BottasBOT,Williams Mercedes,1:37.143
6,7,Kimi RäikkönenRAI,Ferrari,1:37.232
7,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:37.540
8,8,Romain GrosjeanGRO,Lotus Mercedes,1:37.905
9,12,Felipe NasrNAS,Sauber Ferrari,1:38.067
10,9,Marcus EricssonERI,Sauber Ferrari,1:38.158
11,13,Pastor MaldonadoMAL,Lotus Mercedes,1:38.134
12,26,Daniil KvyatKVY,Red Bull Racing Renault,1:38.209
13,33,Max VerstappenVER,STR Renault,1:38.393
14,55,Carlos SainzSAI,STR Renault,1:38.538
15,11,Sergio PerezPER,Force India Mercedes,1:39.290
16,27,Nico HulkenbergHUL,Force India Mercedes,1:39.216
17,22,Jenson ButtonBUT,McLaren Honda,1:39.276
18,14,Fernando AlonsoALO,McLaren Honda,1:39.280
19,28,Will StevensSTE,Marussia Ferrari,1:42.091
20,98,Roberto MerhiMER,Marussia Ferrari,1:42.842
