Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:15.098
2,6,Nico RosbergROS,Mercedes,1:15.440
3,5,Sebastian VettelVET,Ferrari,1:15.849
4,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:16.041
5,26,Daniil KvyatKVY,Red Bull Racing Renault,1:16.182
6,7,Kimi RäikkönenRAI,Ferrari,1:16.427
7,11,Sergio PerezPER,Force India Mercedes,1:16.808
8,13,Pastor MaldonadoMAL,Lotus Mercedes,1:16.946
9,33,Max VerstappenVER,STR Renault,1:16.957
10,22,Jenson ButtonBUT,McLaren Honda,1:17.093
11,27,Nico HulkenbergHUL,Force India Mercedes,1:17.193
12,19,Felipe MassaMAS,Williams Mercedes,1:17.278
13,14,Fernando AlonsoALO,McLaren Honda,1:26.632
14,12,Felipe NasrNAS,Sauber Ferrari,1:18.101
15,8,Romain GrosjeanGRO,Lotus Mercedes,1:17.007
16,77,Valtteri BottasBOT,Williams Mercedes,1:18.434
17,9,Marcus EricssonERI,Sauber Ferrari,1:18.513
18,28,Will StevensSTE,Marussia Ferrari,1:20.655
19,98,Roberto MerhiMER,Marussia Ferrari,1:20.904
