Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:40.237
2,44,Lewis HamiltonHAM,Mercedes,1:40.614
3,7,Kimi RäikkönenRAI,Ferrari,1:41.051
4,11,Sergio PerezPER,Force India Mercedes,1:41.184
5,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:41.444
6,77,Valtteri BottasBOT,Williams Mercedes,1:41.656
7,27,Nico HulkenbergHUL,Force India Mercedes,1:41.686
8,19,Felipe MassaMAS,Williams Mercedes,1:41.759
9,26,Daniil KvyatKVY,Red Bull Racing Renault,1:41.933
10,55,Carlos SainzSAI,STR Renault,1:42.708
11,33,Max VerstappenVER,STR Renault,1:42.521
12,22,Jenson ButtonBUT,McLaren Honda,1:42.668
13,13,Pastor MaldonadoMAL,Lotus Mercedes,1:42.807
14,12,Felipe NasrNAS,Sauber Ferrari,1:43.614
15,5,Sebastian VettelVET,Ferrari,1:42.941
16,14,Fernando AlonsoALO,McLaren Honda,1:43.187
17,9,Marcus EricssonERI,Sauber Ferrari,1:43.838
18,8,Romain GrosjeanGRO,Lotus Mercedes,
19,28,Will StevensSTE,Marussia Ferrari,1:46.297
