Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:22.020
2,6,Nico RosbergROS,Mercedes,1:22.595
3,5,Sebastian VettelVET,Ferrari,1:22.739
4,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:22.774
5,7,Kimi RäikkönenRAI,Ferrari,1:23.020
6,77,Valtteri BottasBOT,Williams Mercedes,1:23.222
7,26,Daniil KvyatKVY,Red Bull Racing Renault,1:23.332
8,19,Felipe MassaMAS,Williams Mercedes,1:23.537
9,33,Max VerstappenVER,STR Renault,1:23.679
10,8,Romain GrosjeanGRO,Lotus Mercedes,1:24.181
11,27,Nico HulkenbergHUL,Force India Mercedes,1:23.826
12,55,Carlos SainzSAI,STR Renault,1:23.869
13,11,Sergio PerezPER,Force India Mercedes,1:24.461
14,13,Pastor MaldonadoMAL,Lotus Mercedes,1:24.609
15,14,Fernando AlonsoALO,McLaren Honda,
16,22,Jenson ButtonBUT,McLaren Honda,1:24.739
17,9,Marcus EricssonERI,Sauber Ferrari,1:24.843
18,12,Felipe NasrNAS,Sauber Ferrari,1:24.997
19,98,Roberto MerhiMER,Marussia Ferrari,1:27.416
20,28,Will StevensSTE,Marussia Ferrari,1:27.949
