Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:32.248
2,6,Nico RosbergROS,Mercedes,1:32.361
3,19,Felipe MassaMAS,Williams Mercedes,1:33.085
4,77,Valtteri BottasBOT,Williams Mercedes,1:33.149
5,7,Kimi RäikkönenRAI,Ferrari,1:33.379
6,5,Sebastian VettelVET,Ferrari,1:33.547
7,26,Daniil KvyatKVY,Red Bull Racing Renault,1:33.636
8,55,Carlos SainzSAI,STR Renault,1:33.649
9,27,Nico HulkenbergHUL,Force India Mercedes,1:33.673
10,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:33.943
11,11,Sergio PerezPER,Force India Mercedes,1:34.268
12,8,Romain GrosjeanGRO,Lotus Mercedes,1:34.430
13,33,Max VerstappenVER,STR Renault,1:34.502
14,13,Pastor MaldonadoMAL,Lotus Mercedes,1:34.511
15,9,Marcus EricssonERI,Sauber Ferrari,1:34.868
16,12,Felipe NasrNAS,Sauber Ferrari,1:34.888
17,14,Fernando AlonsoALO,McLaren Honda,1:34.959
18,22,Jenson ButtonBUT,McLaren Honda,1:35.207
19,28,Will StevensSTE,Marussia Ferrari,1:37.364
20,98,Roberto MerhiMER,Marussia Ferrari,1:39.377
