Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:08.455
2,6,Nico RosbergROS,Mercedes,1:08.655
3,5,Sebastian VettelVET,Ferrari,1:08.810
4,19,Felipe MassaMAS,Williams Mercedes,1:09.192
5,27,Nico HulkenbergHUL,Force India Mercedes,1:09.278
6,77,Valtteri BottasBOT,Williams Mercedes,1:09.319
7,33,Max VerstappenVER,STR Renault,1:09.612
8,12,Felipe NasrNAS,Sauber Ferrari,1:09.713
9,8,Romain GrosjeanGRO,Lotus Mercedes,1:09.920
10,13,Pastor MaldonadoMAL,Lotus Mercedes,1:10.374
11,9,Marcus EricssonERI,Sauber Ferrari,1:10.426
12,55,Carlos SainzSAI,STR Renault,1:10.465
13,11,Sergio PerezPER,Force India Mercedes,1:12.522
14,7,Kimi RäikkönenRAI,Ferrari,1:12.867
15,26,Daniil KvyatKVY,Red Bull Racing Renault,1:09.694
16,98,Roberto MerhiMER,Marussia Ferrari,1:14.071
17,28,Will StevensSTE,Marussia Ferrari,1:15.368
18,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:10.482
19,14,Fernando AlonsoALO,McLaren Honda,1:10.736
20,22,Jenson ButtonBUT,McLaren Honda,1:12.632
