Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:19.480
2,44,Lewis HamiltonHAM,Mercedes,1:19.668
3,5,Sebastian VettelVET,Ferrari,1:19.850
4,26,Daniil KvyatKVY,Red Bull Racing Renault,1:20.398
5,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:20.399
6,77,Valtteri BottasBOT,Williams Mercedes,1:20.448
7,19,Felipe MassaMAS,Williams Mercedes,1:20.567
8,33,Max VerstappenVER,STR Renault,1:20.710
9,11,Sergio PerezPER,Force India Mercedes,1:20.716
10,27,Nico HulkenbergHUL,Force India Mercedes,1:20.788
11,55,Carlos SainzSAI,STR Renault,1:20.942
12,8,Romain GrosjeanGRO,Lotus Mercedes,1:21.038
13,13,Pastor MaldonadoMAL,Lotus Mercedes,1:21.261
14,9,Marcus EricssonERI,Sauber Ferrari,1:21.544
15,12,Felipe NasrNAS,Sauber Ferrari,1:21.788
16,53,Alexander RossiRSI,Marussia Ferrari,1:24.136
17,28,Will StevensSTE,Marussia Ferrari,1:24.386
18,14,Fernando AlonsoALO,McLaren Honda,1:21.779
19,7,Kimi RäikkönenRAI,Ferrari,1:22.494
20,22,Jenson ButtonBUT,McLaren Honda,
