Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:32.571
2,5,Sebastian VettelVET,Ferrari,1:32.982
3,6,Nico RosbergROS,Mercedes,1:33.129
4,7,Kimi RäikkönenRAI,Ferrari,1:33.227
5,77,Valtteri BottasBOT,Williams Mercedes,1:33.381
6,19,Felipe MassaMAS,Williams Mercedes,1:33.744
7,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:33.832
8,27,Nico HulkenbergHUL,Force India Mercedes,1:34.450
9,55,Carlos SainzSAI,STR Renault,1:34.462
10,8,Romain GrosjeanGRO,Lotus Mercedes,1:34.484
11,11,Sergio PerezPER,Force India Mercedes,1:34.704
12,12,Felipe NasrNAS,Sauber Ferrari,1:34.737
13,9,Marcus EricssonERI,Sauber Ferrari,1:35.034
14,14,Fernando AlonsoALO,McLaren Honda,1:35.039
15,33,Max VerstappenVER,STR Renault,1:35.103
16,13,Pastor MaldonadoMAL,Lotus Mercedes,1:35.677
17,26,Daniil KvyatKVY,Red Bull Racing Renault,1:35.800
18,28,Will StevensSTE,Marussia Ferrari,1:38.713
19,98,Roberto MerhiMER,Marussia Ferrari,1:39.722
20,22,Jenson ButtonBUT,McLaren Honda,
