Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:32.584
2,44,Lewis HamiltonHAM,Mercedes,1:32.660
3,77,Valtteri BottasBOT,Williams Mercedes,1:33.024
4,5,Sebastian VettelVET,Ferrari,1:33.245
5,19,Felipe MassaMAS,Williams Mercedes,1:33.337
6,7,Kimi RäikkönenRAI,Ferrari,1:33.347
7,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:33.497
8,8,Romain GrosjeanGRO,Lotus Mercedes,1:33.967
9,11,Sergio PerezPER,Force India Mercedes,
10,55,Carlos SainzSAI,STR Renault,1:34.453
11,13,Pastor MaldonadoMAL,Lotus Mercedes,1:34.497
12,14,Fernando AlonsoALO,McLaren Honda,1:34.785
13,27,Nico HulkenbergHUL,Force India Mercedes,1:34.390
14,22,Jenson ButtonBUT,McLaren Honda,1:35.664
15,9,Marcus EricssonERI,Sauber Ferrari,1:35.673
16,12,Felipe NasrNAS,Sauber Ferrari,1:35.760
17,33,Max VerstappenVER,STR Renault,
18,28,Will StevensSTE,Marussia Ferrari,1:38.783
19,53,Alexander RossiRSI,Marussia Ferrari,1:47.114
