Pos,No,Driver,Car,Time
1,6,Nico RosbergROS,Mercedes,1:24.681
2,44,Lewis HamiltonHAM,Mercedes,1:24.948
3,5,Sebastian VettelVET,Ferrari,1:25.458
4,77,Valtteri BottasBOT,Williams Mercedes,1:25.694
5,55,Carlos SainzSAI,STR Renault,1:26.136
6,33,Max VerstappenVER,STR Renault,1:26.249
7,7,Kimi RäikkönenRAI,Ferrari,1:26.414
8,26,Daniil KvyatKVY,Red Bull Racing Renault,1:26.629
9,19,Felipe MassaMAS,Williams Mercedes,1:26.757
10,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:26.770
11,8,Romain GrosjeanGRO,Lotus Mercedes,1:27.375
12,13,Pastor MaldonadoMAL,Lotus Mercedes,1:27.450
13,14,Fernando AlonsoALO,McLaren Honda,1:27.760
14,22,Jenson ButtonBUT,McLaren Honda,1:27.854
15,12,Felipe NasrNAS,Sauber Ferrari,1:28.005
16,9,Marcus EricssonERI,Sauber Ferrari,1:28.112
17,27,Nico HulkenbergHUL,Force India Mercedes,1:28.365
18,11,Sergio PerezPER,Force India Mercedes,1:28.442
19,28,Will StevensSTE,Marussia Ferrari,1:31.200
20,98,Roberto MerhiMER,Marussia Ferrari,1:32.038
