Pos,No,Driver,Car,Time
1,44,Lewis HamiltonHAM,Mercedes,1:47.197
2,6,Nico RosbergROS,Mercedes,1:47.655
3,77,Valtteri BottasBOT,Williams Mercedes,1:48.537
4,11,Sergio PerezPER,Force India Mercedes,1:48.599
5,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:48.639
6,19,Felipe MassaMAS,Williams Mercedes,1:48.685
7,13,Pastor MaldonadoMAL,Lotus Mercedes,1:48.754
8,5,Sebastian VettelVET,Ferrari,1:48.825
9,8,Romain GrosjeanGRO,Lotus Mercedes,1:48.561
10,55,Carlos SainzSAI,STR Renault,1:49.771
11,27,Nico HulkenbergHUL,Force India Mercedes,1:49.121
12,26,Daniil KvyatKVY,Red Bull Racing Renault,1:49.228
13,9,Marcus EricssonERI,Sauber Ferrari,1:49.586
14,12,Felipe NasrNAS,Sauber Ferrari,1:49.952
15,28,Will StevensSTE,Marussia Ferrari,1:52.948
16,7,Kimi RäikkönenRAI,Ferrari,
17,98,Roberto MerhiMER,Marussia Ferrari,1:53.099
18,33,Max VerstappenVER,STR Renault,
19,22,Jenson ButtonBUT,McLaren Honda,1:50.978
20,14,Fernando AlonsoALO,McLaren Honda,1:51.420
