Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,Ferrari,1:43.885
2,3,Daniel RicciardoRIC,Red Bull Racing Renault,1:44.428
3,7,Kimi RäikkönenRAI,Ferrari,1:44.667
4,26,Daniil KvyatKVY,Red Bull Racing Renault,1:44.745
5,44,Lewis HamiltonHAM,Mercedes,1:45.300
6,6,Nico RosbergROS,Mercedes,1:45.415
7,77,Valtteri BottasBOT,Williams Mercedes,1:45.676
8,33,Max VerstappenVER,STR Renault,1:45.798
9,19,Felipe MassaMAS,Williams Mercedes,1:46.077
10,8,Romain GrosjeanGRO,Lotus Mercedes,1:46.413
11,27,Nico HulkenbergHUL,Force India Mercedes,1:46.305
12,14,Fernando AlonsoALO,McLaren Honda,1:46.328
13,11,Sergio PerezPER,Force India Mercedes,1:46.385
14,55,Carlos SainzSAI,STR Renault,1:46.894
15,22,Jenson ButtonBUT,McLaren Honda,1:47.019
16,12,Felipe NasrNAS,Sauber Ferrari,1:46.965
17,9,Marcus EricssonERI,Sauber Ferrari,1:47.088
18,13,Pastor MaldonadoMAL,Lotus Mercedes,1:47.323
19,28,Will StevensSTE,Marussia Ferrari,1:51.021
20,53,Alexander RossiRSI,Marussia Ferrari,1:51.523
