Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Denny HulmeHUL,McLaren Ford,53,1:41:02.010,9
2,12,Niki LaudaLAU,Ferrari,53,+9.270s,6
3,11,Clay RegazzoniREG,Ferrari,53,+20.410s,4
4,33,Mike HailwoodHAI,McLaren Ford,53,+31.790s,3
5,14,Jean-Pierre BeltoiseBEL,BRM,53,+51.840s,2
6,4,Patrick DepaillerDEP,Tyrrell Ford,53,+112.480s,1
7,7,Carlos ReutemannREU,Brabham Ford,52,DNF,0
8,10,Howden  Ganley GAN,March Ford,52,DNF,0
9,15,Henri PescaroloPES,BRM,52,+1 lap,0
10,5,Emerson FittipaldiFIT,McLaren Ford,51,+2 laps,0
11,27,Guy EdwardsEDW,Lola Ford,50,+3 laps,0
12,28,John WatsonWAT,Brabham Ford,49,+4 laps,0
13,1,Ronnie PetersonPET,Lotus Ford,48,+5 laps,0
NC,26,Graham HillHIL,Lola Ford,45,DNF,0
NC,8,Richard   RobartsROB,Brabham Ford,35,DNF,0
NC,2,Jacky IckxICK,Lotus Ford,35,DNF,0
NC,9,Hans-Joachim StuckSTU,March Ford,31,DNF,0
NC,37,Francois  MigaultMIG,BRM,31,DNF,0
NC,3,Jody ScheckterSCH,Tyrrell Ford,25,DNF,0
NC,18,Carlos PacePAC,Surtees Ford,21,DNF,0
NC,20,Arturo MerzarioMER,Iso Marlboro Ford,19,DNF,0
NC,24,James HuntHUN,March Ford,11,DNF,0
NC,19,Jochen MassMAS,Surtees Ford,10,DNF,0
NC,16,Peter   RevsonREV,Shadow Ford,1,DNF,0
NC,17,Jean-Pierre JarierJAR,Shadow Ford,0,DNF,0
