Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Ronnie PetersonPET,Lotus Ford,52,1:22:56.600,9
2,5,Emerson FittipaldiFIT,McLaren Ford,52,+0.800s,6
3,3,Jody ScheckterSCH,Tyrrell Ford,52,+24.700s,4
4,20,Arturo MerzarioMER,Iso Marlboro Ford,52,+87.700s,3
5,8,Carlos PacePAC,Brabham Ford,51,+1 lap,2
6,6,Denny HulmeHUL,McLaren Ford,51,+1 lap,1
7,28,John WatsonWAT,Brabham Ford,51,+1 lap,0
8,26,Graham HillHIL,Lola Ford,51,+1 lap,0
9,33,David   HobbsHOB,McLaren Ford,51,+1 lap,0
10,16,Tom PrycePRY,Shadow Ford,50,+2 laps,0
11,4,Patrick DepaillerDEP,Tyrrell Ford,50,+2 laps,0
NC,11,Clay RegazzoniREG,Ferrari,40,DNF,0
NC,12,Niki LaudaLAU,Ferrari,32,DNF,0
NC,2,Jacky IckxICK,Lotus Ford,31,DNF,0
NC,27,Rolf StommelenSTO,Lola Ford,25,DNF,0
NC,21,Jacques LaffiteLAF,Iso Marlboro Ford,22,DNF,0
NC,17,Jean-Pierre JarierJAR,Shadow Ford,19,DNF,0
NC,10,Vittorio BrambillaBRA,March Ford,16,DNF,0
NC,29,Tim   SchenkenSCH,Trojan Ford,15,DNF,0
NC,7,Carlos ReutemannREU,Brabham Ford,11,DNF,0
NC,9,Hans-Joachim StuckSTU,March Ford,10,DNF,0
NC,15,Henri PescaroloPES,BRM,3,DNF,0
NC,24,James HuntHUN,Hesketh Ford,2,DNF,0
NC,37,Francois  MigaultMIG,BRM,1,DNF,0
NC,14,Jean-Pierre BeltoiseBEL,BRM,0,DNF,0
