Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Jody ScheckterSCH,Tyrrell Ford,80,1:58:31.391,9
2,4,Patrick DepaillerDEP,Tyrrell Ford,80,+0.380s,6
3,24,James HuntHUN,Hesketh Ford,80,+3.325s,4
4,5,Emerson FittipaldiFIT,McLaren Ford,80,+53.507s,3
5,17,Jean-Pierre JarierJAR,Shadow Ford,80,+76.403s,2
6,26,Graham HillHIL,Lola Ford,79,+1 lap,1
7,27,Guy EdwardsEDW,Lola Ford,79,+1 lap,0
8,21,Tom  BelsoBEL,Iso Marlboro Ford,79,+1 lap,0
9,8,Rikky von OpelVON,Brabham Ford,79,+1 lap,0
10,10,Vittorio BrambillaBRA,March Ford,79,DNF,0
11,28,John WatsonWAT,Brabham Ford,77,+3 laps,0
DQ,22,Vern SchuppanSCH,Ensign Ford,77,DSQ,0
NC,12,Niki LaudaLAU,Ferrari,70,DNF,0
NC,9,Reine   WisellWIS,March Ford,59,DNF,0
NC,6,Denny HulmeHUL,McLaren Ford,56,DNF,0
NC,19,Jochen MassMAS,Surtees Ford,53,DNF,0
NC,7,Carlos ReutemannREU,Brabham Ford,30,DNF,0
NC,2,Jacky IckxICK,Lotus Ford,27,DNF,0
NC,11,Clay RegazzoniREG,Ferrari,24,DNF,0
NC,18,Carlos PacePAC,Surtees Ford,15,DNF,0
NC,23,Leo  Kinnunen KIN,Surtees Ford,8,DNF,0
NC,1,Ronnie PetersonPET,Lotus Ford,8,DNF,0
NC,33,Mike HailwoodHAI,McLaren Ford,5,DNF,0
NC,14,Jean-Pierre BeltoiseBEL,BRM,3,DNF,0
NC,16,Bertil  Roos ROO,Shadow Ford,2,DNF,0
NC,15,Henri PescaroloPES,BRM,0,DNF,0
