Pos,No,Driver,Car,Time,Gap,Laps
1,2,Rubens BarrichelloBAR,Ferrari,1:21.001,,18
2,1,Michael SchumacherMSC,Ferrari,1:21.152,+0.151s,15
3,6,Kimi RäikkönenRAI,McLaren Mercedes,1:21.318,+0.317s,19
4,3,Juan Pablo MontoyaMOY,Williams BMW,1:21.556,+0.555s,22
5,5,David CoulthardCOU,McLaren Mercedes,1:21.675,+0.674s,24
6,21,Cristiano da MattaDAM,Toyota,1:21.881,+0.880s,24
7,17,Jenson ButtonBUT,BAR Honda,1:21.913,+0.912s,27
8,8,Fernando AlonsoALO,Renault,1:22.100,+1.099s,18
9,4,Ralf SchumacherRSC,Williams BMW,1:22.312,+1.311s,22
10,7,Jarno TrulliTRU,Renault,1:22.335,+1.334s,17
11,14,Mark WebberWEB,Jaguar Cosworth,1:22.368,+1.367s,22
12,20,Olivier PanisPAN,Toyota,1:22.584,+1.583s,20
13,9,Nick HeidfeldHEI,Sauber Petronas,1:22.821,+1.820s,16
14,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:22.929,+1.928s,13
15,16,Jacques VilleneuveVIL,BAR Honda,1:23.151,+2.150s,13
16,15,Justin WilsonWIL,Jaguar Cosworth,1:23.478,+2.477s,11
17,11,Giancarlo FisichellaFIS,Jordan Ford,1:23.794,+2.793s,16
18,19,Jos VerstappenVER,Minardi Cosworth,1:24.652,+3.651s,14
19,12,Zsolt BaumgartnerBAU,Jordan Ford,1:24.891,+3.890s,22
20,18,Nicolas KiesaKIE,Minardi Cosworth,1:26.903,+5.902s,3
