Pos,No,Driver,Car,Time,Gap,Laps
1,5,David CoulthardCOU,McLaren Mercedes,1:36.102,,20
2,8,Fernando AlonsoALO,Renault,1:36.231,+0.129s,15
3,7,Jarno TrulliTRU,Renault,1:36.372,+0.270s,13
4,3,Juan Pablo MontoyaMOY,Williams BMW,1:36.998,+0.896s,18
5,4,Ralf SchumacherRSC,Williams BMW,1:37.045,+0.943s,21
6,17,Jenson ButtonBUT,BAR Honda,1:37.060,+0.958s,23
7,1,Michael SchumacherMSC,Ferrari,1:37.313,+1.211s,20
8,16,Jacques VilleneuveVIL,BAR Honda,1:37.357,+1.255s,22
9,2,Rubens BarrichelloBAR,Ferrari,1:37.497,+1.395s,20
10,20,Olivier PanisPAN,Toyota,1:37.748,+1.646s,18
11,11,Giancarlo FisichellaFIS,Jordan Ford,1:37.847,+1.745s,20
12,9,Nick HeidfeldHEI,Sauber Petronas,1:37.906,+1.804s,17
13,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:37.951,+1.849s,11
14,21,Cristiano da MattaDAM,Toyota,1:37.992,+1.890s,24
15,6,Kimi RäikkönenRAI,McLaren Mercedes,1:38.515,+2.413s,15
16,12,Ralph FirmanFIR,Jordan Ford,1:38.516,+2.414s,13
17,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:38.839,+2.737s,13
18,14,Mark WebberWEB,Jaguar Cosworth,1:38.870,+2.768s,3
19,19,Jos VerstappenVER,Minardi Cosworth,1:39.183,+3.081s,13
20,18,Justin WilsonWIL,Minardi Cosworth,1:39.695,+3.593s,14
