Pos,No,Driver,Car,Time,Gap,Laps
1,5,David CoulthardCOU,McLaren Mercedes,1:08.836,,22
2,7,Jarno TrulliTRU,Renault,1:08.944,+0.108s,28
3,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:08.961,+0.125s,17
4,1,Michael SchumacherMSC,Ferrari,1:08.968,+0.132s,33
5,14,Mark WebberWEB,Jaguar Cosworth,1:09.023,+0.187s,26
6,8,Fernando AlonsoALO,Renault,1:09.071,+0.235s,25
7,17,Jenson ButtonBUT,BAR Honda,1:09.374,+0.538s,28
8,9,Nick HeidfeldHEI,Sauber Petronas,1:09.374,+0.538s,26
9,16,Jacques VilleneuveVIL,BAR Honda,1:09.429,+0.593s,23
10,3,Juan Pablo MontoyaMOY,Williams BMW,1:09.530,+0.694s,28
11,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:09.800,+0.964s,26
12,2,Rubens BarrichelloBAR,Ferrari,1:09.826,+0.990s,31
13,4,Ralf SchumacherRSC,Williams BMW,1:09.961,+1.125s,24
14,6,Kimi RäikkönenRAI,McLaren Mercedes,1:10.019,+1.183s,28
15,11,Giancarlo FisichellaFIS,Jordan Ford,1:10.089,+1.253s,20
16,12,Ralph FirmanFIR,Jordan Ford,1:10.296,+1.460s,24
17,21,Cristiano da MattaDAM,Toyota,1:10.494,+1.658s,28
18,20,Olivier PanisPAN,Toyota,1:10.504,+1.668s,21
19,19,Jos VerstappenVER,Minardi Cosworth,1:10.903,+2.067s,14
20,18,Justin WilsonWIL,Minardi Cosworth,1:11.060,+2.224s,16
