Pos,No,Driver,Car,Time,Gap,Laps
1,6,Kimi RäikkönenRAI,McLaren Mercedes,1:26.509,,18
2,5,David CoulthardCOU,McLaren Mercedes,1:26.988,+0.479s,23
3,7,Jarno TrulliTRU,Renault,1:27.286,+0.777s,7
4,2,Rubens BarrichelloBAR,Ferrari,1:27.459,+0.950s,21
5,14,Mark WebberWEB,Jaguar Cosworth,1:27.654,+1.145s,13
6,1,Michael SchumacherMSC,Ferrari,1:27.666,+1.157s,25
7,8,Fernando AlonsoALO,Renault,1:27.671,+1.162s,8
8,9,Nick HeidfeldHEI,Sauber Petronas,1:27.918,+1.409s,17
9,3,Juan Pablo MontoyaMOY,Williams BMW,1:27.929,+1.420s,12
10,4,Ralf SchumacherRSC,Williams BMW,1:27.982,+1.473s,24
11,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:28.092,+1.583s,13
12,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:28.207,+1.698s,19
13,20,Olivier PanisPAN,Toyota,1:28.362,+1.853s,12
14,17,Jenson ButtonBUT,BAR Honda,1:28.493,+1.984s,10
15,21,Cristiano da MattaDAM,Toyota,1:28.698,+2.189s,24
16,11,Giancarlo FisichellaFIS,Jordan Ford,1:29.327,+2.818s,6
17,12,Ralph FirmanFIR,Jordan Ford,1:29.531,+3.022s,15
18,19,Jos VerstappenVER,Minardi Cosworth,1:30.198,+3.689s,14
19,18,Justin WilsonWIL,Minardi Cosworth,1:30.606,+4.097s,17
20,16,Jacques VilleneuveVIL,BAR Honda,1:31.529,+5.020s,5
