Pos,No,Driver,Car,Time,Gap,Laps
1,4,Ralf SchumacherRSC,Williams BMW,1:21.335,,20
2,3,Juan Pablo MontoyaMOY,Williams BMW,1:21.409,+0.074s,18
3,14,Mark WebberWEB,Jaguar Cosworth,1:22.056,+0.721s,21
4,5,David CoulthardCOU,McLaren Mercedes,1:22.121,+0.786s,22
5,8,Fernando AlonsoALO,Renault,1:22.561,+1.226s,17
6,17,Jenson ButtonBUT,BAR Honda,1:22.669,+1.334s,20
7,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:22.714,+1.379s,18
8,7,Jarno TrulliTRU,Renault,1:23.051,+1.716s,19
9,2,Rubens BarrichelloBAR,Ferrari,1:23.057,+1.722s,26
10,1,Michael SchumacherMSC,Ferrari,1:23.057,+1.722s,9
11,11,Giancarlo FisichellaFIS,Jordan Ford,1:23.267,+1.932s,9
12,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:23.426,+2.091s,8
13,6,Kimi RäikkönenRAI,McLaren Mercedes,1:23.557,+2.222s,24
14,9,Nick HeidfeldHEI,Sauber Petronas,1:23.834,+2.499s,17
15,12,Ralph FirmanFIR,Jordan Ford,1:24.007,+2.672s,11
16,21,Cristiano da MattaDAM,Toyota,1:24.117,+2.782s,23
17,20,Olivier PanisPAN,Toyota,1:24.565,+3.230s,14
18,16,Jacques VilleneuveVIL,BAR Honda,1:25.153,+3.818s,13
19,19,Jos VerstappenVER,Minardi Cosworth,1:25.180,+3.845s,17
20,18,Justin WilsonWIL,Minardi Cosworth,1:25.706,+4.371s,4
