Pos,No,Driver,Car,Time,Gap,Laps
1,7,Jarno TrulliTRU,Renault,1:30.727,,15
2,1,Michael SchumacherMSC,Ferrari,1:31.009,+0.282s,18
3,5,David CoulthardCOU,McLaren Mercedes,1:31.019,+0.292s,21
4,2,Rubens BarrichelloBAR,Ferrari,1:31.217,+0.490s,19
5,8,Fernando AlonsoALO,Renault,1:31.276,+0.549s,19
6,6,Kimi RäikkönenRAI,McLaren Mercedes,1:31.303,+0.576s,21
7,3,Juan Pablo MontoyaMOY,Williams BMW,1:31.654,+0.927s,9
8,14,Mark WebberWEB,Jaguar Cosworth,1:31.977,+1.250s,23
9,20,Olivier PanisPAN,Toyota,1:32.011,+1.284s,21
10,21,Cristiano da MattaDAM,Toyota,1:32.133,+1.406s,25
11,4,Ralf SchumacherRSC,Williams BMW,1:32.208,+1.481s,18
12,16,Takuma SatoSAT,BAR Honda,1:32.295,+1.568s,20
13,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:32.422,+1.695s,18
14,9,Nick HeidfeldHEI,Sauber Petronas,1:32.694,+1.967s,17
15,15,Justin WilsonWIL,Jaguar Cosworth,1:32.735,+2.008s,21
16,12,Ralph FirmanFIR,Jordan Ford,1:33.306,+2.579s,18
17,11,Giancarlo FisichellaFIS,Jordan Ford,1:33.956,+3.229s,17
18,17,Jenson ButtonBUT,BAR Honda,1:34.445,+3.718s,9
19,19,Jos VerstappenVER,Minardi Cosworth,1:35.180,+4.453s,13
20,18,Nicolas KiesaKIE,Minardi Cosworth,1:35.900,+5.173s,14
