Pos,No,Driver,Car,Time,Gap,Laps
1,20,Olivier PanisPAN,Toyota,1:21.770,,24
2,7,Jarno TrulliTRU,Renault,1:22.464,+0.694s,13
3,3,Juan Pablo MontoyaMOY,Williams BMW,1:22.592,+0.822s,25
4,2,Rubens BarrichelloBAR,Ferrari,1:22.594,+0.824s,21
5,21,Cristiano da MattaDAM,Toyota,1:22.700,+0.930s,25
6,14,Mark WebberWEB,Jaguar Cosworth,1:22.741,+0.971s,23
7,4,Ralf SchumacherRSC,Williams BMW,1:22.757,+0.987s,25
8,5,David CoulthardCOU,McLaren Mercedes,1:22.797,+1.027s,24
9,1,Michael SchumacherMSC,Ferrari,1:22.842,+1.072s,20
10,8,Fernando AlonsoALO,Renault,1:23.214,+1.444s,4
11,6,Kimi RäikkönenRAI,McLaren Mercedes,1:23.532,+1.762s,23
12,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:23.586,+1.816s,25
13,17,Jenson ButtonBUT,BAR Honda,1:23.723,+1.953s,26
14,16,Jacques VilleneuveVIL,BAR Honda,1:23.817,+2.047s,23
15,11,Giancarlo FisichellaFIS,Jordan Ford,1:24.474,+2.704s,16
16,12,Ralph FirmanFIR,Jordan Ford,1:24.502,+2.732s,21
17,9,Nick HeidfeldHEI,Sauber Petronas,1:24.535,+2.765s,23
18,15,Justin WilsonWIL,Jaguar Cosworth,1:24.669,+2.899s,5
19,19,Jos VerstappenVER,Minardi Cosworth,1:25.579,+3.809s,18
