Pos,No,Driver,Car,Time,Gap,Laps
1,4,Ralf SchumacherRSC,Williams BMW,1:17.015,,17
2,7,Jarno TrulliTRU,Renault,1:17.138,+0.123s,7
3,8,Fernando AlonsoALO,Renault,1:17.184,+0.169s,11
4,5,David CoulthardCOU,McLaren Mercedes,1:17.209,+0.194s,20
5,20,Olivier PanisPAN,Toyota,1:17.220,+0.205s,13
6,3,Juan Pablo MontoyaMOY,Williams BMW,1:17.897,+0.882s,18
7,14,Mark WebberWEB,Jaguar Cosworth,1:17.933,+0.918s,17
8,17,Jenson ButtonBUT,BAR Honda,1:17.966,+0.951s,29
9,21,Cristiano da MattaDAM,Toyota,1:18.101,+1.086s,26
10,2,Rubens BarrichelloBAR,Ferrari,1:18.303,+1.288s,25
11,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:18.350,+1.335s,18
12,12,Ralph FirmanFIR,Jordan Ford,1:18.639,+1.624s,18
13,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:18.691,+1.676s,16
14,16,Jacques VilleneuveVIL,BAR Honda,1:18.731,+1.716s,23
15,1,Michael SchumacherMSC,Ferrari,1:18.738,+1.723s,24
16,11,Giancarlo FisichellaFIS,Jordan Ford,1:18.954,+1.939s,18
17,9,Nick HeidfeldHEI,Sauber Petronas,1:19.219,+2.204s,19
18,6,Kimi RäikkönenRAI,McLaren Mercedes,1:19.337,+2.322s,17
19,18,Justin WilsonWIL,Minardi Cosworth,1:20.264,+3.249s,21
20,19,Jos VerstappenVER,Minardi Cosworth,1:20.559,+3.544s,12
