Pos,No,Driver,Car,Time,Gap,Laps
1,1,Fernando AlonsoALO,McLaren Mercedes,1:12.156,,35
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:12.309,+0.153s,34
3,5,Felipe MassaMAS,Ferrari,1:12.435,+0.279s,36
4,6,Kimi RäikkönenRAI,Ferrari,1:12.587,+0.431s,38
5,9,Nick HeidfeldHEI,Sauber BMW,1:13.026,+0.870s,43
6,14,David CoulthardCOU,Red Bull Renault,1:13.042,+0.886s,41
7,16,Nico RosbergROS,Williams Toyota,1:13.057,+0.901s,35
8,4,Heikki KovalainenKOV,Renault,1:13.110,+0.954s,48
9,8,Rubens BarrichelloBAR,Honda,1:13.144,+0.988s,40
10,7,Jenson ButtonBUT,Honda,1:13.202,+1.046s,46
11,10,Sebastian VettelVET,Sauber BMW,1:13.217,+1.061s,50
12,15,Mark WebberWEB,Red Bull Renault,1:13.263,+1.107s,21
13,18,Vitantonio LiuzziLIU,STR Ferrari,1:13.332,+1.176s,41
14,23,Anthony DavidsonDAV,Super Aguri Honda,1:13.364,+1.208s,46
15,3,Giancarlo FisichellaFIS,Renault,1:13.394,+1.238s,44
16,17,Alexander WurzWUR,Williams Toyota,1:13.539,+1.383s,29
17,12,Jarno TrulliTRU,Toyota,1:13.692,+1.536s,42
18,19,Scott SpeedSPE,STR Ferrari,1:13.712,+1.556s,34
19,22,Takuma SatoSAT,Super Aguri Honda,1:13.753,+1.597s,46
20,11,Ralf SchumacherRSC,Toyota,1:13.765,+1.609s,39
21,21,Christijan AlbersALB,Spyker Ferrari,1:14.225,+2.069s,30
22,20,Adrian SutilSUT,Spyker Ferrari,1:14.513,+2.357s,33
