Pos,No,Driver,Car,Time,Gap,Laps
1,6,Kimi RäikkönenRAI,Ferrari,1:33.527,,33
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:33.540,+0.013s,33
3,10,Robert KubicaKUB,Sauber BMW,1:33.732,+0.205s,37
4,5,Felipe MassaMAS,Ferrari,1:33.772,+0.245s,28
5,1,Fernando AlonsoALO,McLaren Mercedes,1:33.784,+0.257s,30
6,17,Alexander WurzWUR,Williams Toyota,1:33.973,+0.446s,26
7,9,Nick HeidfeldHEI,Sauber BMW,1:34.076,+0.549s,34
8,16,Nico RosbergROS,Williams Toyota,1:34.189,+0.662s,34
9,14,David CoulthardCOU,Red Bull Renault,1:34.359,+0.832s,32
10,12,Jarno TrulliTRU,Toyota,1:34.366,+0.839s,33
11,8,Rubens BarrichelloBAR,Honda,1:34.391,+0.864s,28
12,4,Heikki KovalainenKOV,Renault,1:34.585,+1.058s,33
13,23,Anthony DavidsonDAV,Super Aguri Honda,1:34.595,+1.068s,29
14,15,Mark WebberWEB,Red Bull Renault,1:34.677,+1.150s,24
15,3,Giancarlo FisichellaFIS,Renault,1:34.796,+1.269s,34
16,22,Takuma SatoSAT,Super Aguri Honda,1:35.001,+1.474s,35
17,18,Vitantonio LiuzziLIU,STR Ferrari,1:35.268,+1.741s,38
18,11,Ralf SchumacherRSC,Toyota,1:35.427,+1.900s,29
19,20,Adrian SutilSUT,Spyker Ferrari,1:35.582,+2.055s,31
20,19,Scott SpeedSPE,STR Ferrari,1:35.687,+2.160s,34
21,21,Christijan AlbersALB,Spyker Ferrari,1:35.835,+2.308s,30
22,7,Jenson ButtonBUT,Honda,1:36.079,+2.552s,19
