Pos,No,Driver,Car,Time,Gap,Laps
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:12.767,,27
2,1,Fernando AlonsoALO,McLaren Mercedes,1:12.889,+0.122s,28
3,5,Felipe MassaMAS,Ferrari,1:13.075,+0.308s,30
4,6,Kimi RäikkönenRAI,Ferrari,1:13.112,+0.345s,30
5,3,Giancarlo FisichellaFIS,Renault,1:13.549,+0.782s,22
6,10,Robert KubicaKUB,Sauber BMW,1:13.587,+0.820s,34
7,16,Nico RosbergROS,Williams Toyota,1:13.655,+0.888s,33
8,17,Kazuki NakajimaNAK,Williams Toyota,1:13.664,+0.897s,38
9,14,David CoulthardCOU,Red Bull Renault,1:13.706,+0.939s,30
10,9,Nick HeidfeldHEI,Sauber BMW,1:13.785,+1.018s,44
11,11,Ralf SchumacherRSC,Toyota,1:13.829,+1.062s,29
12,4,Heikki KovalainenKOV,Renault,1:13.879,+1.112s,28
13,8,Rubens BarrichelloBAR,Honda,1:13.892,+1.125s,45
14,7,Jenson ButtonBUT,Honda,1:14.095,+1.328s,44
15,18,Vitantonio LiuzziLIU,STR Ferrari,1:14.152,+1.385s,33
16,12,Jarno TrulliTRU,Toyota,1:14.179,+1.412s,25
17,19,Sebastian VettelVET,STR Ferrari,1:14.409,+1.642s,37
18,22,Takuma SatoSAT,Super Aguri Honda,1:14.431,+1.664s,27
19,23,Anthony DavidsonDAV,Super Aguri Honda,1:14.477,+1.710s,31
20,15,Mark WebberWEB,Red Bull Renault,1:14.543,+1.776s,35
21,20,Adrian SutilSUT,Spyker Ferrari,1:15.095,+2.328s,35
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:15.715,+2.948s,32
