Pos,No,Driver,Car,Time,Gap,Laps
1,1,Fernando AlonsoALO,McLaren Mercedes,1:15.940,,40
2,6,Kimi RäikkönenRAI,Ferrari,1:16.215,+0.275s,43
3,2,Lewis HamiltonHAM,McLaren Mercedes,1:16.296,+0.356s,19
4,12,Jarno TrulliTRU,Toyota,1:16.354,+0.414s,39
5,3,Giancarlo FisichellaFIS,Renault,1:16.753,+0.813s,41
6,5,Felipe MassaMAS,Ferrari,1:16.784,+0.844s,37
7,10,Robert KubicaKUB,Sauber BMW,1:16.848,+0.908s,48
8,16,Nico RosbergROS,Williams Toyota,1:16.852,+0.912s,34
9,15,Mark WebberWEB,Red Bull Renault,1:17.292,+1.352s,16
10,14,David CoulthardCOU,Red Bull Renault,1:17.414,+1.474s,16
11,8,Rubens BarrichelloBAR,Honda,1:17.449,+1.509s,40
12,7,Jenson ButtonBUT,Honda,1:17.457,+1.517s,45
13,22,Takuma SatoSAT,Super Aguri Honda,1:17.459,+1.519s,47
14,9,Nick HeidfeldHEI,Sauber BMW,1:17.486,+1.546s,43
15,17,Alexander WurzWUR,Williams Toyota,1:17.516,+1.576s,34
16,18,Vitantonio LiuzziLIU,STR Ferrari,1:17.898,+1.958s,42
17,4,Heikki KovalainenKOV,Renault,1:18.086,+2.146s,41
18,19,Scott SpeedSPE,STR Ferrari,1:18.233,+2.293s,40
19,23,Anthony DavidsonDAV,Super Aguri Honda,1:18.328,+2.388s,25
20,11,Ralf SchumacherRSC,Toyota,1:18.662,+2.722s,38
21,21,Christijan AlbersALB,Spyker Ferrari,1:18.820,+2.880s,35
22,20,Adrian SutilSUT,Spyker Ferrari,1:19.358,+3.418s,29
