Pos,No,Driver,Car,Time,Gap,Laps
1,6,Kimi RäikkönenRAI,Ferrari,1:36.607,,31
2,1,Fernando AlonsoALO,McLaren Mercedes,1:36.613,+0.006s,28
3,5,Felipe MassaMAS,Ferrari,1:36.630,+0.023s,29
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:36.876,+0.269s,33
5,12,Jarno TrulliTRU,Toyota,1:37.151,+0.544s,36
6,15,Mark WebberWEB,Red Bull Renault,1:37.450,+0.843s,34
7,11,Ralf SchumacherRSC,Toyota,1:37.524,+0.917s,32
8,14,David CoulthardCOU,Red Bull Renault,1:37.617,+1.010s,27
9,16,Nico RosbergROS,Williams Toyota,1:37.646,+1.039s,36
10,3,Giancarlo FisichellaFIS,Renault,1:37.970,+1.363s,32
11,4,Heikki KovalainenKOV,Renault,1:38.062,+1.455s,21
12,7,Jenson ButtonBUT,Honda,1:38.205,+1.598s,41
13,8,Rubens BarrichelloBAR,Honda,1:38.304,+1.697s,40
14,10,Robert KubicaKUB,Sauber BMW,1:38.379,+1.772s,39
15,9,Nick HeidfeldHEI,Sauber BMW,1:38.388,+1.781s,16
16,17,Alexander WurzWUR,Williams Toyota,1:38.531,+1.924s,32
17,23,Anthony DavidsonDAV,Super Aguri Honda,1:38.975,+2.368s,38
18,18,Vitantonio LiuzziLIU,STR Ferrari,1:39.065,+2.458s,36
19,20,Adrian SutilSUT,Spyker Ferrari,1:39.224,+2.617s,37
20,22,Takuma SatoSAT,Super Aguri Honda,1:39.360,+2.753s,37
21,19,Sebastian VettelVET,STR Ferrari,1:39.404,+2.797s,34
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:40.051,+3.444s,38
