Pos,No,Driver,Car,Time,Gap,Laps
1,1,Fernando AlonsoALO,McLaren Mercedes,1:20.919,,29
2,4,Heikki KovalainenKOV,Renault,1:21.283,+0.364s,39
3,2,Lewis HamiltonHAM,McLaren Mercedes,1:21.338,+0.419s,32
4,16,Nico RosbergROS,Williams Toyota,1:21.485,+0.566s,40
5,9,Nick HeidfeldHEI,Sauber BMW,1:21.517,+0.598s,37
6,6,Kimi RäikkönenRAI,Ferrari,1:21.589,+0.670s,29
7,5,Felipe MassaMAS,Ferrari,1:21.620,+0.701s,29
8,3,Giancarlo FisichellaFIS,Renault,1:21.698,+0.779s,36
9,12,Jarno TrulliTRU,Toyota,1:21.857,+0.938s,35
10,10,Robert KubicaKUB,Sauber BMW,1:21.906,+0.987s,37
11,11,Ralf SchumacherRSC,Toyota,1:21.912,+0.993s,29
12,17,Alexander WurzWUR,Williams Toyota,1:21.987,+1.068s,35
13,15,Mark WebberWEB,Red Bull Renault,1:22.325,+1.406s,28
14,14,David CoulthardCOU,Red Bull Renault,1:22.483,+1.564s,33
15,23,Anthony DavidsonDAV,Super Aguri Honda,1:22.510,+1.591s,41
16,7,Jenson ButtonBUT,Honda,1:22.550,+1.631s,47
17,22,Takuma SatoSAT,Super Aguri Honda,1:22.556,+1.637s,42
18,8,Rubens BarrichelloBAR,Honda,1:22.727,+1.808s,29
19,18,Vitantonio LiuzziLIU,STR Ferrari,1:23.136,+2.217s,42
20,19,Sebastian VettelVET,STR Ferrari,1:23.148,+2.229s,39
21,20,Adrian SutilSUT,Spyker Ferrari,1:23.673,+2.754s,34
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:26.307,+5.388s,29
