Pos,No,Driver,Car,Time,Gap,Laps
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:28.469,,28
2,6,Kimi RäikkönenRAI,Ferrari,1:28.762,+0.293s,21
3,11,Ralf SchumacherRSC,Toyota,1:28.773,+0.304s,23
4,12,Jarno TrulliTRU,Toyota,1:28.874,+0.405s,28
5,5,Felipe MassaMAS,Ferrari,1:28.884,+0.415s,25
6,1,Fernando AlonsoALO,McLaren Mercedes,1:28.947,+0.478s,24
7,16,Nico RosbergROS,Williams Toyota,1:28.995,+0.526s,27
8,4,Heikki KovalainenKOV,Renault,1:29.025,+0.556s,28
9,17,Alexander WurzWUR,Williams Toyota,1:29.093,+0.624s,27
10,10,Robert KubicaKUB,Sauber BMW,1:29.368,+0.899s,31
11,14,David CoulthardCOU,Red Bull Renault,1:29.435,+0.966s,12
12,3,Giancarlo FisichellaFIS,Renault,1:29.456,+0.987s,28
13,9,Nick HeidfeldHEI,Sauber BMW,1:29.792,+1.323s,30
14,7,Jenson ButtonBUT,Honda,1:29.945,+1.476s,26
15,8,Rubens BarrichelloBAR,Honda,1:30.055,+1.586s,31
16,22,Takuma SatoSAT,Super Aguri Honda,1:30.104,+1.635s,27
17,15,Mark WebberWEB,Red Bull Renault,1:30.315,+1.846s,25
18,23,Anthony DavidsonDAV,Super Aguri Honda,1:30.530,+2.061s,24
19,18,Vitantonio LiuzziLIU,STR Ferrari,1:30.702,+2.233s,24
20,19,Sebastian VettelVET,STR Ferrari,1:30.801,+2.332s,16
21,20,Adrian SutilSUT,Spyker Ferrari,1:31.153,+2.684s,32
22,21,Sakon YamamotoYAM,Spyker Ferrari,1:31.175,+2.706s,32
