Pos,No,Driver,Car,Laps,Time/retired,Pts
1,15,Jean-Pierre JabouilleJAB,Renault,54,1:26:15.730,9
2,27,Alan  JonesJON,Williams Ford,54,+0.820s,6
3,28,Carlos ReutemannREU,Williams Ford,54,+19.360s,4
4,26,Jacques LaffiteLAF,Ligier Ford,54,+42.020s,3
5,5,Nelson PiquetPIQ,Brabham Ford,54,+62.810s,2
6,12,Elio de AngelisDEA,Lotus Ford,54,+74.970s,1
7,8,Alain ProstPRO,McLaren Ford,54,+93.410s,0
8,2,Gilles VilleneuveVIL,Ferrari,53,+1 lap,0
9,16,Rene ArnouxARN,Renault,53,+1 lap,0
10,6,Hector RebaqueREB,Brabham Ford,53,+1 lap,0
11,20,Emerson FittipaldiFIT,Fittipaldi Ford,53,+1 lap,0
12,9,Marc SurerSUR,ATS Ford,53,+1 lap,0
13,1,Jody ScheckterSCH,Ferrari,53,+1 lap,0
14,29,Riccardo PatresePAT,Arrows Ford,53,+1 lap,0
15,50,Rupert KeeganKEE,Williams Ford,52,+2 laps,0
16,21,Keke RosbergROS,Fittipaldi Ford,52,+2 laps,0
NC,43,Nigel MansellMAN,Lotus Ford,40,DNF,0
NC,7,John WatsonWAT,McLaren Ford,34,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,28,DNF,0
NC,3,Jean-Pierre JarierJAR,Tyrrell Ford,25,DNF,0
NC,25,Didier PironiPIR,Ligier Ford,25,DNF,0
NC,31,Eddie  CheeverCHE,Osella Ford,23,DNF,0
NC,4,Derek DalyDAL,Tyrrell Ford,12,DNF,0
NC,11,Mario AndrettiAND,Lotus Ford,6,DNF,0
