Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Nelson PiquetPIQ,Brabham Ford,72,1:38:13.830,9
2,16,Rene ArnouxARN,Renault,72,+12.930s,6
3,26,Jacques LaffiteLAF,Ligier Ford,72,+13.430s,4
4,28,Carlos ReutemannREU,Williams Ford,72,+15.290s,3
5,3,Jean-Pierre JarierJAR,Tyrrell Ford,72,+60.020s,2
6,8,Alain ProstPRO,McLaren Ford,72,+82.620s,1
7,2,Gilles VilleneuveVIL,Ferrari,71,+1 lap,0
8,11,Mario AndrettiAND,Lotus Ford,70,DNF,0
9,1,Jody ScheckterSCH,Ferrari,70,+2 laps,0
10,9,Marc SurerSUR,ATS Ford,69,+3 laps,0
11,27,Alan  JonesJON,Williams Ford,69,+3 laps,0
NC,4,Derek DalyDAL,Tyrrell Ford,60,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,58,DNF,0
NC,31,Eddie  CheeverCHE,Osella Ford,38,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,29,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,23,DNF,0
NC,41,Geoff LeesLEE,Ensign Ford,21,DNF,0
NC,22,Vittorio BrambillaBRA,Alfa Romeo,21,DNF,0
NC,7,John WatsonWAT,McLaren Ford,18,DNF,0
NC,20,Emerson FittipaldiFIT,Fittipaldi Ford,16,DNF,0
NC,43,Nigel MansellMAN,Lotus Ford,15,DNF,0
NC,25,Didier PironiPIR,Ligier Ford,2,DNF,0
NC,12,Elio de AngelisDEA,Lotus Ford,2,DNF,0
NC,6,Hector RebaqueREB,Brabham Ford,1,DNF,0
