Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Nelson PiquetPIQ,Brabham Ford,60,1:38:07.520,9
2,27,Alan  JonesJON,Williams Ford,60,+28.930s,6
3,28,Carlos ReutemannREU,Williams Ford,60,+73.670s,4
4,12,Elio de AngelisDEA,Lotus Ford,59,+1 lap,3
5,21,Keke RosbergROS,Fittipaldi Ford,59,+1 lap,2
6,25,Didier PironiPIR,Ligier Ford,59,+1 lap,1
7,8,Alain ProstPRO,McLaren Ford,59,+1 lap,0
8,1,Jody ScheckterSCH,Ferrari,59,+1 lap,0
9,26,Jacques LaffiteLAF,Ligier Ford,59,+1 lap,0
10,16,Rene ArnouxARN,Renault,58,+2 laps,0
11,50,Rupert KeeganKEE,Williams Ford,58,+2 laps,0
12,31,Eddie  CheeverCHE,Osella Ford,57,+3 laps,0
13,3,Jean-Pierre JarierJAR,Tyrrell Ford,54,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,53,DNF,0
NC,9,Marc SurerSUR,ATS Ford,45,DNF,0
NC,11,Mario AndrettiAND,Lotus Ford,40,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,38,DNF,0
NC,4,Derek DalyDAL,Tyrrell Ford,33,DNF,0
NC,7,John WatsonWAT,McLaren Ford,20,DNF,0
NC,6,Hector RebaqueREB,Brabham Ford,18,DNF,0
NC,20,Emerson FittipaldiFIT,Fittipaldi Ford,17,DNF,0
NC,2,Gilles VilleneuveVIL,Ferrari,5,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,5,DNF,0
NC,22,Vittorio BrambillaBRA,Alfa Romeo,4,DNF,0
