Pos,No,Driver,Car,Laps,Time/retired,Pts
1,25,Didier PironiPIR,Ligier Ford,72,1:38:46.510,9
2,27,Alan  JonesJON,Williams Ford,72,+47.370s,6
3,28,Carlos ReutemannREU,Williams Ford,72,+84.120s,4
4,16,Rene ArnouxARN,Renault,71,+1 lap,3
5,3,Jean-Pierre JarierJAR,Tyrrell Ford,71,+1 lap,2
6,2,Gilles VilleneuveVIL,Ferrari,71,+1 lap,1
7,21,Keke RosbergROS,Fittipaldi Ford,71,+1 lap,0
8,1,Jody ScheckterSCH,Ferrari,70,+2 laps,0
9,4,Derek DalyDAL,Tyrrell Ford,70,+2 laps,0
10,12,Elio de AngelisDEA,Lotus Ford,69,DNF,0
11,26,Jacques LaffiteLAF,Ligier Ford,68,+4 laps,0
12,9,Jan LammersLAM,ATS Ford,64,DNF,0
NC,7,John WatsonWAT,McLaren Ford,61,+11 laps,0
NC,29,Riccardo PatresePAT,Arrows Ford,58,DNF,0
NC,11,Mario AndrettiAND,Lotus Ford,41,DNF,0
NC,22,Patrick DepaillerDEP,Alfa Romeo,38,DNF,0
NC,5,Nelson PiquetPIQ,Brabham Ford,32,DNF,0
NC,8,Alain ProstPRO,McLaren Ford,29,DNF,0
NC,20,Emerson FittipaldiFIT,Fittipaldi Ford,16,DNF,0
NC,14,Tiff NeedellNEE,Ensign Ford,12,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,11,DNF,0
NC,6,Ricardo ZuninoZUN,Brabham Ford,5,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,1,DNF,0
NC,30,Jochen MassMAS,Arrows Ford,1,DNF,0
