Pos,No,Driver,Car,Laps,Time/retired,Pts
1,16,Rene ArnouxARN,Renault,78,1:36:52.540,9
2,26,Jacques LaffiteLAF,Ligier Ford,78,+34.070s,6
3,25,Didier PironiPIR,Ligier Ford,78,+52.490s,4
4,5,Nelson PiquetPIQ,Brabham Ford,78,+61.020s,3
5,28,Carlos ReutemannREU,Williams Ford,77,+1 lap,2
6,30,Jochen MassMAS,Arrows Ford,77,+1 lap,1
7,3,Jean-Pierre JarierJAR,Tyrrell Ford,77,+1 lap,0
8,20,Emerson FittipaldiFIT,Fittipaldi Ford,77,+1 lap,0
9,14,Clay RegazzoniREG,Ensign Ford,77,+1 lap,0
10,6,Ricardo ZuninoZUN,Brabham Ford,77,+1 lap,0
11,7,John WatsonWAT,McLaren Ford,76,+2 laps,0
12,11,Mario AndrettiAND,Lotus Ford,76,+2 laps,0
13,17,Geoff LeesLEE,Shadow Ford,70,DNF,0
NC,23,Bruno GiacomelliGIA,Alfa Romeo,69,DNF,0
NC,15,Jean-Pierre JabouilleJAB,Renault,61,DNF,0
NC,4,Derek DalyDAL,Tyrrell Ford,61,DNF,0
NC,21,Keke RosbergROS,Fittipaldi Ford,58,DNF,0
NC,22,Patrick DepaillerDEP,Alfa Romeo,53,+25 laps,0
NC,27,Alan  JonesJON,Williams Ford,34,DNF,0
NC,2,Gilles VilleneuveVIL,Ferrari,31,DNF,0
NC,1,Jody ScheckterSCH,Ferrari,14,DNF,0
NC,29,Riccardo PatresePAT,Arrows Ford,10,DNF,0
NC,31,Eddie  CheeverCHE,Osella Ford,8,DNF,0
NC,12,Elio de AngelisDEA,Lotus Ford,1,DNF,0
