Pos,No,Driver,Car,Time,Gap,Laps
1,10,Pierre GaslyGAS,Red Bull Racing Honda,1:17.854,,16
2,33,Max VerstappenVER,Red Bull Racing Honda,1:17.909,+0.055s,12
3,44,Lewis HamiltonHAM,Mercedes,1:17.995,+0.141s,15
4,77,Valtteri BottasBOT,Mercedes,1:18.184,+0.330s,18
5,3,Daniel RicciardoRIC,Renault,1:18.597,+0.743s,13
6,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:18.682,+0.828s,25
7,16,Charles LeclercLEC,Ferrari,1:18.852,+0.998s,21
8,27,Nico HulkenbergHUL,Renault,1:18.892,+1.038s,14
9,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:18.909,+1.055s,25
10,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:18.957,+1.103s,22
11,8,Romain GrosjeanGRO,Haas Ferrari,1:19.149,+1.295s,19
12,20,Kevin MagnussenMAG,Haas Ferrari,1:19.178,+1.324s,21
13,5,Sebastian VettelVET,Ferrari,1:19.254,+1.400s,24
14,55,Carlos SainzSAI,McLaren Renault,1:19.398,+1.544s,22
15,11,Sergio PerezPER,Racing Point BWT Mercedes,1:19.721,+1.867s,13
16,18,Lance StrollSTR,Racing Point BWT Mercedes,1:19.774,+1.920s,14
17,63,George RussellRUS,Williams Mercedes,1:19.889,+2.035s,14
18,4,Lando NorrisNOR,McLaren Renault,1:20.401,+2.547s,6
19,88,Robert KubicaKUB,Williams Mercedes,1:20.439,+2.585s,15
20,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,,,2
