Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:16.607,,35
2,33,Max VerstappenVER,Red Bull Racing Honda,1:16.722,+0.115s,37
3,16,Charles LeclercLEC,Ferrari,1:17.072,+0.465s,34
4,77,Valtteri BottasBOT,Mercedes,1:17.221,+0.614s,39
5,44,Lewis HamiltonHAM,Mercedes,1:17.570,+0.963s,35
6,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:17.747,+1.140s,40
7,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:18.003,+1.396s,39
8,55,Carlos SainzSAI,McLaren Renault,1:18.079,+1.472s,38
9,27,Nico HulkenbergHUL,Renault,1:18.261,+1.654s,23
10,4,Lando NorrisNOR,McLaren Renault,1:18.349,+1.742s,36
11,18,Lance StrollSTR,Racing Point BWT Mercedes,1:18.362,+1.755s,38
12,11,Sergio PerezPER,Racing Point BWT Mercedes,1:18.366,+1.759s,34
13,3,Daniel RicciardoRIC,Renault,1:18.380,+1.773s,34
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:18.681,+2.074s,37
15,8,Romain GrosjeanGRO,Haas Ferrari,1:18.766,+2.159s,37
16,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:18.889,+2.282s,46
17,20,Kevin MagnussenMAG,Haas Ferrari,1:19.306,+2.699s,37
18,63,George RussellRUS,Williams Mercedes,1:19.968,+3.361s,36
19,88,Robert KubicaKUB,Williams Mercedes,1:20.180,+3.573s,37
20,23,Alexander AlbonALB,Red Bull Racing Honda,1:21.665,+5.058s,5
