Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:36.256,,29
2,44,Lewis HamiltonHAM,Mercedes,1:36.566,+0.310s,33
3,16,Charles LeclercLEC,Ferrari,1:36.642,+0.386s,30
4,5,Sebastian VettelVET,Ferrari,1:36.691,+0.435s,28
5,33,Max VerstappenVER,Red Bull Racing Honda,1:36.807,+0.551s,30
6,23,Alexander AlbonALB,Red Bull Racing Honda,1:37.288,+1.032s,30
7,8,Romain GrosjeanGRO,Haas Ferrari,1:37.601,+1.345s,17
8,11,Sergio PerezPER,Racing Point BWT Mercedes,1:37.637,+1.381s,32
9,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:37.651,+1.395s,34
10,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:37.770,+1.514s,36
11,55,Carlos SainzSAI,McLaren Renault,1:37.834,+1.578s,32
12,4,Lando NorrisNOR,McLaren Renault,1:37.918,+1.662s,32
13,18,Lance StrollSTR,Racing Point BWT Mercedes,1:37.985,+1.729s,32
14,20,Kevin MagnussenMAG,Haas Ferrari,1:38.080,+1.824s,31
15,27,Nico HulkenbergHUL,Renault,1:38.122,+1.866s,29
16,3,Daniel RicciardoRIC,Renault,1:38.400,+2.144s,26
17,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:38.415,+2.159s,30
18,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:38.464,+2.208s,32
19,63,George RussellRUS,Williams Mercedes,1:39.512,+3.256s,32
20,88,Robert KubicaKUB,Williams Mercedes,1:40.455,+4.199s,32
