Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:26.732,,25
2,44,Lewis HamiltonHAM,Mercedes,1:26.801,+0.069s,35
3,16,Charles LeclercLEC,Ferrari,1:26.929,+0.197s,30
4,5,Sebastian VettelVET,Ferrari,1:27.180,+0.448s,30
5,10,Pierre GaslyGAS,Red Bull Racing Honda,1:27.249,+0.517s,31
6,4,Lando NorrisNOR,McLaren Renault,1:27.546,+0.814s,38
7,33,Max VerstappenVER,Red Bull Racing Honda,1:27.562,+0.830s,32
8,55,Carlos SainzSAI,McLaren Renault,1:27.987,+1.255s,39
9,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:27.997,+1.265s,38
10,11,Sergio PerezPER,Racing Point BWT Mercedes,1:28.002,+1.270s,32
11,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:28.008,+1.276s,36
12,20,Kevin MagnussenMAG,Haas Ferrari,1:28.059,+1.327s,30
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:28.126,+1.394s,33
14,3,Daniel RicciardoRIC,Renault,1:28.128,+1.396s,17
15,27,Nico HulkenbergHUL,Renault,1:28.217,+1.485s,34
16,18,Lance StrollSTR,Racing Point BWT Mercedes,1:28.240,+1.508s,37
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:28.294,+1.562s,28
18,8,Romain GrosjeanGRO,Haas Ferrari,1:28.794,+2.062s,26
19,88,Robert KubicaKUB,Williams Mercedes,1:29.935,+3.203s,37
20,63,George RussellRUS,Williams Mercedes,1:30.514,+3.782s,11
