Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:05.086,,37
2,77,Valtteri BottasBOT,Mercedes,1:05.417,+0.331s,12
3,10,Pierre GaslyGAS,Red Bull Racing Honda,1:05.487,+0.401s,33
4,44,Lewis HamiltonHAM,Mercedes,1:05.529,+0.443s,43
5,55,Carlos SainzSAI,McLaren Renault,1:05.545,+0.459s,44
6,8,Romain GrosjeanGRO,Haas Ferrari,1:05.701,+0.615s,38
7,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:05.728,+0.642s,37
8,5,Sebastian VettelVET,Ferrari,1:05.871,+0.785s,34
9,33,Max VerstappenVER,Red Bull Racing Honda,1:05.879,+0.793s,13
10,4,Lando NorrisNOR,McLaren Renault,1:05.952,+0.866s,48
11,20,Kevin MagnussenMAG,Haas Ferrari,1:05.960,+0.874s,41
12,11,Sergio PerezPER,Racing Point BWT Mercedes,1:05.964,+0.878s,43
13,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:06.064,+0.978s,46
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:06.119,+1.033s,37
15,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:06.148,+1.062s,38
16,27,Nico HulkenbergHUL,Renault,1:06.249,+1.163s,27
17,3,Daniel RicciardoRIC,Renault,1:06.418,+1.332s,30
18,18,Lance StrollSTR,Racing Point BWT Mercedes,1:06.829,+1.743s,40
19,63,George RussellRUS,Williams Mercedes,1:07.217,+2.131s,27
20,88,Robert KubicaKUB,Williams Mercedes,1:08.508,+3.422s,38
