Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:20.978,,37
2,44,Lewis HamiltonHAM,Mercedes,1:21.046,+0.068s,32
3,5,Sebastian VettelVET,Ferrari,1:21.179,+0.201s,39
4,77,Valtteri BottasBOT,Mercedes,1:21.347,+0.369s,34
5,33,Max VerstappenVER,Red Bull Racing Honda,1:21.350,+0.372s,29
6,23,Alexander AlbonALB,Red Bull Racing Honda,1:21.589,+0.611s,30
7,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:22.124,+1.146s,42
8,8,Romain GrosjeanGRO,Haas Ferrari,1:22.153,+1.175s,44
9,3,Daniel RicciardoRIC,Renault,1:22.249,+1.271s,36
10,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:22.260,+1.282s,37
11,27,Nico HulkenbergHUL,Renault,1:22.338,+1.360s,37
12,55,Carlos SainzSAI,McLaren Renault,1:22.482,+1.504s,32
13,20,Kevin MagnussenMAG,Haas Ferrari,1:22.511,+1.533s,42
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:22.523,+1.545s,35
15,18,Lance StrollSTR,Racing Point BWT Mercedes,1:22.706,+1.728s,32
16,11,Sergio PerezPER,Racing Point BWT Mercedes,1:22.882,+1.904s,33
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:23.065,+2.087s,35
18,4,Lando NorrisNOR,McLaren Renault,1:23.561,+2.583s,16
19,88,Robert KubicaKUB,Williams Mercedes,1:23.737,+2.759s,29
20,63,George RussellRUS,Williams Mercedes,1:24.313,+3.335s,23
