Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:22.600,,33
2,77,Valtteri BottasBOT,Mercedes,1:22.648,+0.048s,33
3,33,Max VerstappenVER,Red Bull Racing Honda,1:23.400,+0.800s,33
4,10,Pierre GaslyGAS,Red Bull Racing Honda,1:23.442,+0.842s,31
5,5,Sebastian VettelVET,Ferrari,1:23.473,+0.873s,35
6,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:23.572,+0.972s,40
7,27,Nico HulkenbergHUL,Renault,1:23.574,+0.974s,37
8,3,Daniel RicciardoRIC,Renault,1:23.644,+1.044s,31
9,16,Charles LeclercLEC,Ferrari,1:23.754,+1.154s,35
10,8,Romain GrosjeanGRO,Haas Ferrari,1:23.814,+1.214s,37
11,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:23.933,+1.333s,36
12,20,Kevin MagnussenMAG,Haas Ferrari,1:23.988,+1.388s,27
13,18,Lance StrollSTR,Racing Point BWT Mercedes,1:24.011,+1.411s,38
14,55,Carlos SainzSAI,McLaren Renault,1:24.133,+1.533s,26
15,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:24.293,+1.693s,37
16,11,Sergio PerezPER,Racing Point BWT Mercedes,1:24.401,+1.801s,34
17,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:24.675,+2.075s,40
18,4,Lando NorrisNOR,McLaren Renault,1:24.733,+2.133s,26
19,63,George RussellRUS,Williams Mercedes,1:26.453,+3.853s,32
20,88,Robert KubicaKUB,Williams Mercedes,1:26.655,+4.055s,33
