Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:13.449,,33
2,5,Sebastian VettelVET,Ferrari,1:13.573,+0.124s,30
3,44,Lewis HamiltonHAM,Mercedes,1:13.595,+0.146s,30
4,77,Valtteri BottasBOT,Mercedes,1:14.111,+0.662s,30
5,33,Max VerstappenVER,Red Bull Racing Honda,1:14.133,+0.684s,23
6,8,Romain GrosjeanGRO,Haas Ferrari,1:14.179,+0.730s,33
7,18,Lance StrollSTR,Racing Point BWT Mercedes,1:14.268,+0.819s,32
8,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:14.458,+1.009s,33
9,27,Nico HulkenbergHUL,Renault,1:14.472,+1.023s,26
10,11,Sergio PerezPER,Racing Point BWT Mercedes,1:14.518,+1.069s,30
11,55,Carlos SainzSAI,McLaren Renault,1:14.662,+1.213s,34
12,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:14.800,+1.351s,39
13,3,Daniel RicciardoRIC,Renault,1:15.010,+1.561s,33
14,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:15.062,+1.613s,36
15,10,Pierre GaslyGAS,Red Bull Racing Honda,1:15.089,+1.640s,19
16,4,Lando NorrisNOR,McLaren Renault,1:15.247,+1.798s,29
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:15.406,+1.957s,31
18,20,Kevin MagnussenMAG,Haas Ferrari,1:15.470,+2.021s,28
19,63,George RussellRUS,Williams Mercedes,1:16.900,+3.451s,27
20,88,Robert KubicaKUB,Williams Mercedes,1:16.980,+3.531s,26
