Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:17.284,,35
2,44,Lewis HamiltonHAM,Mercedes,1:17.333,+0.049s,35
3,16,Charles LeclercLEC,Ferrari,1:17.585,+0.301s,42
4,5,Sebastian VettelVET,Ferrari,1:17.673,+0.389s,41
5,33,Max VerstappenVER,Red Bull Racing Honda,1:18.035,+0.751s,30
6,8,Romain GrosjeanGRO,Haas Ferrari,1:18.153,+0.869s,42
7,10,Pierre GaslyGAS,Red Bull Racing Honda,1:18.238,+0.954s,34
8,20,Kevin MagnussenMAG,Haas Ferrari,1:18.355,+1.071s,40
9,55,Carlos SainzSAI,McLaren Renault,1:18.658,+1.374s,45
10,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:18.722,+1.438s,40
11,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:18.727,+1.443s,30
12,23,Alexander AlbonALB,Scuderia Toro Rosso Honda,1:18.779,+1.495s,44
13,18,Lance StrollSTR,Racing Point BWT Mercedes,1:18.839,+1.555s,33
14,27,Nico HulkenbergHUL,Renault,1:18.861,+1.577s,43
15,3,Daniel RicciardoRIC,Renault,1:18.934,+1.650s,40
16,4,Lando NorrisNOR,McLaren Renault,1:19.041,+1.757s,43
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:19.427,+2.143s,37
18,11,Sergio PerezPER,Racing Point BWT Mercedes,1:19.448,+2.164s,40
19,63,George RussellRUS,Williams Mercedes,1:20.191,+2.907s,38
20,88,Robert KubicaKUB,Williams Mercedes,1:20.781,+3.497s,23
