Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:33.232,,34
2,16,Charles LeclercLEC,Ferrari,1:33.533,+0.301s,33
3,33,Max VerstappenVER,Red Bull Racing Honda,1:33.547,+0.315s,28
4,5,Sebastian VettelVET,Ferrari,1:33.890,+0.658s,35
5,77,Valtteri BottasBOT,Mercedes,1:34.045,+0.813s,34
6,23,Alexander AlbonALB,Red Bull Racing Honda,1:34.434,+1.202s,32
7,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:34.509,+1.277s,31
8,55,Carlos SainzSAI,McLaren Renault,1:34.667,+1.435s,34
9,18,Lance StrollSTR,Racing Point BWT Mercedes,1:34.744,+1.512s,29
10,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:34.839,+1.607s,29
11,3,Daniel RicciardoRIC,Renault,1:34.924,+1.692s,29
12,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:34.975,+1.743s,36
13,27,Nico HulkenbergHUL,Renault,1:34.988,+1.756s,32
14,4,Lando NorrisNOR,McLaren Renault,1:35.025,+1.793s,30
15,11,Sergio PerezPER,Racing Point BWT Mercedes,1:35.109,+1.877s,26
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:35.387,+2.155s,34
17,20,Kevin MagnussenMAG,Haas Ferrari,1:35.442,+2.210s,28
18,8,Romain GrosjeanGRO,Haas Ferrari,1:35.789,+2.557s,4
19,63,George RussellRUS,Williams Mercedes,1:36.749,+3.517s,37
20,88,Robert KubicaKUB,Williams Mercedes,1:37.283,+4.051s,33
