Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:09.217,,30
2,16,Charles LeclercLEC,Ferrari,1:09.238,+0.021s,35
3,33,Max VerstappenVER,Red Bull Racing Honda,1:09.351,+0.134s,33
4,77,Valtteri BottasBOT,Mercedes,1:09.373,+0.156s,37
5,44,Lewis HamiltonHAM,Mercedes,1:09.440,+0.223s,39
6,20,Kevin MagnussenMAG,Haas Ferrari,1:10.143,+0.926s,38
7,3,Daniel RicciardoRIC,Renault,1:10.194,+0.977s,32
8,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:10.210,+0.993s,39
9,23,Alexander AlbonALB,Red Bull Racing Honda,1:10.275,+1.058s,31
10,55,Carlos SainzSAI,McLaren Renault,1:10.310,+1.093s,38
11,27,Nico HulkenbergHUL,Renault,1:10.325,+1.108s,31
12,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,1:10.352,+1.135s,26
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:10.419,+1.202s,36
14,26,Daniil KvyatKVY,Scuderia Toro Rosso Honda,1:10.424,+1.207s,34
15,11,Sergio PerezPER,Racing Point BWT Mercedes,1:10.443,+1.226s,31
16,8,Romain GrosjeanGRO,Haas Ferrari,1:10.504,+1.287s,38
17,18,Lance StrollSTR,Racing Point BWT Mercedes,1:10.568,+1.351s,33
18,4,Lando NorrisNOR,McLaren Renault,1:10.700,+1.483s,41
19,63,George RussellRUS,Williams Mercedes,1:11.818,+2.601s,36
20,88,Robert KubicaKUB,Williams Mercedes,,,2
