Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Ayrton SennaSEN,McLaren Honda,81,2:00:47.828,10
2,27,Alain ProstPRO,Ferrari,81,+16.322s,6
3,20,Nelson PiquetPIQ,Benetton Ford,81,+17.376s,4
4,4,Stefano ModenaMOD,Tyrrell Honda,81,+25.409s,3
5,3,Satoru NakajimaNAK,Tyrrell Honda,80,+1 lap,2
6,30,Aguri SuzukiSUZ,Lola Ford,79,+2 laps,1
7,34,Nicola LariniLAR,Lambo Lamborghini,78,+3 laps,0
8,17,Gabriele TarquiniTAR,AGS Ford,77,+4 laps,0
9,23,Pierluigi MartiniMAR,Minardi Ferrari,75,DNF,0
10,32,Bertrand GachotGAC,Jordan Ford,75,DNF,0
11,7,Martin BrundleBRU,Brabham Yamaha,73,+8 laps,0
12,28,Jean AlesiALE,Ferrari,72,DNF,0
NC,11,Mika HakkinenHAK,Lotus Judd,59,DNF,0
NC,6,Riccardo PatresePAT,Williams Renault,49,DNF,0
NC,19,Roberto MorenoMOR,Benetton Ford,49,DNF,0
NC,9,Michele AlboretoALB,Footwork Porsche,41,DNF,0
NC,16,Ivan CapelliCAP,Leyton House Ilmor,40,DNF,0
NC,25,Thierry BoutsenBOU,Ligier Lamborghini,40,DNF,0
NC,2,Gerhard BergerBER,McLaren Honda,36,DNF,0
NC,5,Nigel MansellMAN,Williams Renault,35,DNF,0
NC,15,Mauricio GugelminGUG,Leyton House Ilmor,34,DNF,0
NC,8,Mark BlundellBLU,Brabham Yamaha,32,DNF,0
NC,21,Emanuele PirroPIR,Dallara Judd,16,DNF,0
NC,24,Gianni MorbidelliMOR,Minardi Ferrari,15,DNF,0
NC,22,Jyrki JarvilehtoJAR,Dallara Judd,12,DNF,0
NC,29,Eric BernardBER,Lola Ford,4,DNF,0
