Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Nigel MansellMAN,Williams Renault,59,1:27:35.479,10
2,2,Gerhard BergerBER,McLaren Honda,59,+42.293s,6
3,27,Alain ProstPRO,Ferrari,59,+60.150s,4
4,1,Ayrton SennaSEN,McLaren Honda,58,DNF,3
5,20,Nelson PiquetPIQ,Benetton Ford,58,+1 lap,2
6,32,Bertrand GachotGAC,Jordan Ford,58,+1 lap,1
7,4,Stefano ModenaMOD,Tyrrell Honda,58,+1 lap,0
8,3,Satoru NakajimaNAK,Tyrrell Honda,58,+1 lap,0
9,23,Pierluigi MartiniMAR,Minardi Ferrari,58,+1 lap,0
10,21,Emanuele PirroPIR,Dallara Judd,57,+2 laps,0
11,24,Gianni MorbidelliMOR,Minardi Ferrari,57,+2 laps,0
12,11,Mika HakkinenHAK,Lotus Judd,57,+2 laps,0
13,22,Jyrki JarvilehtoJAR,Dallara Judd,56,+3 laps,0
14,12,Johnny HerbertHER,Lotus Judd,55,DNF,0
NC,8,Mark BlundellBLU,Brabham Yamaha,52,DNF,0
NC,33,Andrea de CesarisDEC,Jordan Ford,41,DNF,0
NC,28,Jean AlesiALE,Ferrari,31,DNF,0
NC,30,Aguri SuzukiSUZ,Lola Ford,29,DNF,0
NC,25,Thierry BoutsenBOU,Ligier Lamborghini,29,DNF,0
NC,7,Martin BrundleBRU,Brabham Yamaha,28,DNF,0
NC,9,Michele AlboretoALB,Footwork Porsche,25,DNF,0
NC,15,Mauricio GugelminGUG,Leyton House Ilmor,24,DNF,0
NC,19,Roberto MorenoMOR,Benetton Ford,21,DNF,0
NC,29,Eric BernardBER,Lola Ford,21,DNF,0
NC,16,Ivan CapelliCAP,Leyton House Ilmor,16,DNF,0
NC,6,Riccardo PatresePAT,Williams Renault,1,DNF,0
