Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Nigel MansellMAN,Williams Renault,53,1:17:54.319,10
2,1,Ayrton SennaSEN,McLaren Honda,53,+16.262s,6
3,27,Alain ProstPRO,Ferrari,53,+16.829s,4
4,2,Gerhard BergerBER,McLaren Honda,53,+27.719s,3
5,19,Michael SchumacherMSC,Benetton Ford,53,+34.463s,2
6,20,Nelson PiquetPIQ,Benetton Ford,53,+45.600s,1
7,33,Andrea de CesarisDEC,Jordan Ford,53,+51.136s,0
8,16,Ivan CapelliCAP,Leyton House Ilmor,53,+75.019s,0
9,24,Gianni MorbidelliMOR,Minardi Ferrari,52,+1 lap,0
10,21,Emanuele PirroPIR,Dallara Judd,52,+1 lap,0
11,26,Erik ComasCOM,Ligier Lamborghini,52,+1 lap,0
12,8,Mark BlundellBLU,Brabham Yamaha,52,+1 lap,0
13,7,Martin BrundleBRU,Brabham Yamaha,52,+1 lap,0
14,11,Mika HakkinenHAK,Lotus Judd,49,+4 laps,0
15,15,Mauricio GugelminGUG,Leyton House Ilmor,49,+4 laps,0
16,34,Nicola LariniLAR,Lambo Lamborghini,48,+5 laps,0
NC,14,Olivier GrouillardGRO,Fondmetal Ford,46,DNF,0
NC,22,Jyrki JarvilehtoJAR,Dallara Judd,35,DNF,0
NC,4,Stefano ModenaMOD,Tyrrell Honda,32,DNF,0
NC,28,Jean AlesiALE,Ferrari,29,DNF,0
NC,6,Riccardo PatresePAT,Williams Renault,27,DNF,0
NC,3,Satoru NakajimaNAK,Tyrrell Honda,24,DNF,0
NC,29,Eric BernardBER,Lola Ford,21,DNF,0
NC,23,Pierluigi MartiniMAR,Minardi Ferrari,8,DNF,0
NC,32,Roberto MorenoMOR,Jordan Ford,2,DNF,0
NC,25,Thierry BoutsenBOU,Ligier Lamborghini,1,DNF,0
