Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Gerhard BergerBER,McLaren Honda,53,1:32:10.695,10
2,1,Ayrton SennaSEN,McLaren Honda,53,+0.344s,6
3,6,Riccardo PatresePAT,Williams Renault,53,+56.731s,4
4,27,Alain ProstPRO,Ferrari,53,+80.761s,3
5,7,Martin BrundleBRU,Brabham Yamaha,52,+1 lap,2
6,4,Stefano ModenaMOD,Tyrrell Honda,52,+1 lap,1
7,20,Nelson PiquetPIQ,Benetton Ford,52,+1 lap,0
8,15,Mauricio GugelminGUG,Leyton House Ilmor,52,+1 lap,0
9,25,Thierry BoutsenBOU,Ligier Lamborghini,52,+1 lap,0
10,10,Alex CaffiCAF,Footwork Porsche,51,+2 laps,0
11,14,Gabriele TarquiniTAR,Fondmetal Ford,50,+3 laps,0
NC,26,Erik ComasCOM,Ligier Lamborghini,41,DNF,0
NC,23,Pierluigi MartiniMAR,Minardi Ferrari,39,DNF,0
NC,19,Michael SchumacherMSC,Benetton Ford,34,DNF,0
NC,12,Johnny HerbertHER,Lotus Judd,31,DNF,0
NC,3,Satoru NakajimaNAK,Tyrrell Honda,30,DNF,0
NC,30,Aguri SuzukiSUZ,Lola Ford,26,DNF,0
NC,24,Gianni MorbidelliMOR,Minardi Ferrari,15,DNF,0
NC,5,Nigel MansellMAN,Williams Renault,9,DNF,0
NC,32,Alessandro ZanardiZAN,Jordan Ford,7,DNF,0
NC,11,Mika HakkinenHAK,Lotus Judd,4,DNF,0
NC,33,Andrea de CesarisDEC,Jordan Ford,1,DNF,0
NC,22,Jyrki JarvilehtoJAR,Dallara Judd,1,DNF,0
NC,21,Emanuele PirroPIR,Dallara Judd,1,DNF,0
NC,16,Karl WendlingerWEN,Leyton House Ilmor,1,DNF,0
