Pos,No,Driver,Car,Laps,Time/retired,Pts
1,20,Nelson PiquetPIQ,Benetton Ford,69,1:38:51.490,10
2,4,Stefano ModenaMOD,Tyrrell Honda,69,+31.832s,6
3,6,Riccardo PatresePAT,Williams Renault,69,+42.217s,4
4,33,Andrea de CesarisDEC,Jordan Ford,69,+80.210s,3
5,32,Bertrand GachotGAC,Jordan Ford,69,+82.351s,2
6,5,Nigel MansellMAN,Williams Renault,68,DNF,1
7,23,Pierluigi MartiniMAR,Minardi Ferrari,68,+1 lap,0
8,26,Erik ComasCOM,Ligier Lamborghini,68,+1 lap,0
9,21,Emanuele PirroPIR,Dallara Judd,68,+1 lap,0
10,3,Satoru NakajimaNAK,Tyrrell Honda,67,+2 laps,0
NC,15,Mauricio GugelminGUG,Leyton House Ilmor,61,DNF,0
NC,22,Jyrki JarvilehtoJAR,Dallara Judd,50,DNF,0
NC,10,Stefan JohanssonJOH,Footwork Porsche,48,DNF,0
NC,16,Ivan CapelliCAP,Leyton House Ilmor,42,DNF,0
NC,28,Jean AlesiALE,Ferrari,34,DNF,0
NC,29,Eric BernardBER,Lola Ford,29,DNF,0
NC,27,Alain ProstPRO,Ferrari,27,DNF,0
NC,25,Thierry BoutsenBOU,Ligier Lamborghini,27,DNF,0
NC,1,Ayrton SennaSEN,McLaren Honda,25,DNF,0
NC,11,Mika HakkinenHAK,Lotus Judd,21,DNF,0
NC,7,Martin BrundleBRU,Brabham Yamaha,21,DNF,0
NC,24,Gianni MorbidelliMOR,Minardi Ferrari,20,DNF,0
NC,19,Roberto MorenoMOR,Benetton Ford,10,DNF,0
NC,2,Gerhard BergerBER,McLaren Honda,4,DNF,0
NC,30,Aguri SuzukiSUZ,Lola Ford,3,DNF,0
NC,9,Michele AlboretoALB,Footwork Porsche,2,DNF,0
