Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:13.664,1:12.446,1:11.918,17
2,2,Mark WebberWEB,Red Bull Racing Renault,1:13.467,1:12.658,1:12.099,16
3,4,Jenson ButtonBUT,McLaren Mercedes,1:13.281,1:12.820,1:12.283,18
4,3,Lewis HamiltonHAM,McLaren Mercedes,1:13.361,1:12.811,1:12.480,22
5,5,Fernando AlonsoALO,Ferrari,1:13.969,1:12.870,1:12.591,22
6,8,Nico RosbergROS,Mercedes,1:14.083,1:12.569,1:13.050,21
7,6,Felipe MassaMAS,Ferrari,1:14.269,1:13.291,1:13.068,18
8,14,Adrian SutilSUT,Force India Mercedes,1:13.480,1:13.261,1:13.298,23
9,9,Bruno SennaSEN,Renault,1:14.453,1:13.300,1:13.761,20
10,7,Michael SchumacherMSC,Mercedes,1:13.694,1:13.571,DNF,18
11,15,Paul di RestaDIR,Force India Mercedes,1:13.733,1:13.584,,17
12,11,Rubens BarrichelloBAR,Williams Cosworth,1:14.117,1:13.801,,17
13,19,Jaime AlguersuariALG,STR Ferrari,1:14.225,1:13.804,,18
14,18,Sebastien BuemiBUE,STR Ferrari,1:14.500,1:13.919,,22
15,10,Vitaly PetrovPET,Renault,1:13.859,1:14.053,,16
16,16,Kamui KobayashiKOB,Sauber Ferrari,1:14.571,1:14.129,,18
17,17,Sergio PerezPER,Sauber Ferrari,1:14.430,1:14.182,,21
18,12,Pastor MaldonadoMAL,Williams Cosworth,1:14.625,,,11
19,20,Heikki KovalainenKOV,Lotus Renault,1:15.068,,,11
20,21,Jarno TrulliTRU,Lotus Renault,1:15.358,,,14
21,23,Vitantonio LiuzziLIU,HRT Cosworth,1:16.631,,,8
22,22,Daniel RicciardoRIC,HRT Cosworth,1:16.890,,,9
23,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:17.019,,,10
24,24,Timo GlockGLO,Virgin Cosworth,1:17.060,,,10
