Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,2,Mark WebberWEB,Red Bull Racing Renault,1:32.670,1:31.673,1:30.399,19
2,1,Sebastian VettelVET,Red Bull Racing Renault,1:32.977,1:32.379,1:30.431,19
3,5,Fernando AlonsoALO,Ferrari,1:32.986,1:31.727,1:30.516,20
4,6,Felipe MassaMAS,Ferrari,1:32.760,1:31.640,1:31.124,16
5,4,Jenson ButtonBUT,McLaren Mercedes,1:34.230,1:32.273,1:31.898,21
6,15,Paul di RestaDIR,Force India Mercedes,1:34.472,1:32.569,1:31.929,14
7,12,Pastor MaldonadoMAL,Williams Cosworth,1:32.702,1:32.588,1:31.933,16
8,16,Kamui KobayashiKOB,Sauber Ferrari,1:34.324,1:32.399,1:32.128,16
9,8,Nico RosbergROS,Mercedes,1:34.186,1:32.295,1:32.209,18
10,3,Lewis HamiltonHAM,McLaren Mercedes,1:33.581,1:32.505,1:32.376,20
11,14,Adrian SutilSUT,Force India Mercedes,1:34.454,1:32.617,,14
12,17,Sergio PerezPER,Sauber Ferrari,1:34.145,1:32.624,,14
13,7,Michael SchumacherMSC,Mercedes,1:34.160,1:32.656,,15
14,10,Vitaly PetrovPET,Renault,1:34.428,1:32.734,,14
15,11,Rubens BarrichelloBAR,Williams Cosworth,1:33.532,1:33.119,,12
16,9,Nick HeidfeldHEI,Renault,1:35.132,1:33.805,,15
17,20,Heikki KovalainenKOV,Lotus Renault,1:34.923,1:34.821,,9
18,19,Jaime AlguersuariALG,STR Ferrari,1:35.245,,,7
19,18,Sebastien BuemiBUE,STR Ferrari,1:35.749,,,7
20,24,Timo GlockGLO,Virgin Cosworth,1:36.203,,,7
21,21,Jarno TrulliTRU,Lotus Renault,1:36.456,,,4
22,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:37.154,,,6
23,23,Vitantonio LiuzziLIU,HRT Cosworth,1:37.484,,,7
24,22,Daniel RicciardoRIC,HRT Cosworth,1:38.059,,,6
