Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:15.606,1:14.277,1:13.556,18
2,4,Jenson ButtonBUT,McLaren Mercedes,1:15.397,1:14.545,1:13.997,18
3,2,Mark WebberWEB,Red Bull Racing Renault,1:16.087,1:14.742,1:14.019,24
4,5,Fernando AlonsoALO,Ferrari,1:16.051,1:14.569,1:14.483,22
5,7,Michael SchumacherMSC,Mercedes,1:16.092,1:14.981,1:14.682,29
6,6,Felipe MassaMAS,Ferrari,1:16.309,1:14.648,1:14.877,25
7,8,Nico RosbergROS,Mercedes,1:15.858,1:14.741,1:15.766,26
8,12,Pastor MaldonadoMAL,Williams Cosworth,1:15.819,1:15.545,1:16.528,23
9,3,Lewis HamiltonHAM,McLaren Mercedes,1:15.207,1:14.275,DEL,15
10,17,Sergio PerezPER,Sauber Ferrari,1:15.918,1:15.482,DNF,23
11,10,Vitaly PetrovPET,Renault,1:16.378,1:15.815,,21
12,11,Rubens BarrichelloBAR,Williams Cosworth,1:16.616,1:15.826,,20
13,16,Kamui KobayashiKOB,Sauber Ferrari,1:16.513,1:15.973,,20
14,15,Paul di RestaDIR,Force India Mercedes,1:16.813,1:16.118,,22
15,14,Adrian SutilSUT,Force India Mercedes,1:16.600,1:16.121,,19
16,9,Nick HeidfeldHEI,Renault,1:16.681,1:16.214,,22
17,18,Sebastien BuemiBUE,STR Ferrari,1:16.358,1:16.300,,17
18,20,Heikki KovalainenKOV,Lotus Renault,1:17.343,,,10
19,21,Jarno TrulliTRU,Lotus Renault,1:17.381,,,9
20,19,Jaime AlguersuariALG,STR Ferrari,1:17.820,,,9
21,24,Timo GlockGLO,Virgin Cosworth,1:17.914,,,12
22,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:18.736,,,11
