Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:24.002,1:22.914,1:22.275,15
2,3,Lewis HamiltonHAM,McLaren Mercedes,1:23.976,1:23.172,1:22.725,16
3,4,Jenson ButtonBUT,McLaren Mercedes,1:24.013,1:23.031,1:22.777,17
4,5,Fernando AlonsoALO,Ferrari,1:24.134,1:23.342,1:22.841,18
5,2,Mark WebberWEB,Red Bull Racing Renault,1:24.148,1:23.387,1:22.972,14
6,6,Felipe MassaMAS,Ferrari,1:24.523,1:23.681,1:23.188,17
7,10,Vitaly PetrovPET,Renault,1:24.486,1:23.741,1:23.530,19
8,7,Michael SchumacherMSC,Mercedes,1:25.108,1:23.671,1:23.777,13
9,8,Nico RosbergROS,Mercedes,1:24.550,1:23.335,1:24.477,17
10,9,Bruno SennaSEN,Renault,1:24.914,1:24.157,,20
11,15,Paul di RestaDIR,Force India Mercedes,1:24.574,1:24.163,,15
12,14,Adrian SutilSUT,Force India Mercedes,1:24.595,1:24.209,,18
13,11,Rubens BarrichelloBAR,Williams Cosworth,1:24.975,1:24.648,,19
14,12,Pastor MaldonadoMAL,Williams Cosworth,1:24.798,1:24.726,,16
15,17,Sergio PerezPER,Sauber Ferrari,1:25.113,1:24.845,,17
16,18,Sebastien BuemiBUE,STR Ferrari,1:25.164,1:24.932,,18
17,16,Kamui KobayashiKOB,Sauber Ferrari,1:24.879,1:25.065,,16
18,19,Jaime AlguersuariALG,STR Ferrari,1:25.334,,,11
19,21,Jarno TrulliTRU,Lotus Renault,1:26.647,,,12
20,20,Heikki KovalainenKOV,Lotus Renault,1:27.184,,,13
21,24,Timo GlockGLO,Virgin Cosworth,1:27.591,,,9
22,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:27.609,,,11
23,22,Daniel RicciardoRIC,HRT Cosworth,1:28.054,,,12
24,23,Vitantonio LiuzziLIU,HRT Cosworth,1:28.231,,,11
