Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:40.478,1:38.516,1:38.481,16
2,3,Lewis HamiltonHAM,McLaren Mercedes,1:39.782,1:38.434,1:38.622,15
3,4,Jenson ButtonBUT,McLaren Mercedes,1:40.227,1:39.097,1:38.631,14
4,2,Mark WebberWEB,Red Bull Racing Renault,1:40.167,1:38.821,1:38.858,19
5,5,Fernando AlonsoALO,Ferrari,1:41.380,1:39.058,1:39.058,16
6,6,Felipe MassaMAS,Ferrari,1:41.592,1:39.623,1:39.695,20
7,8,Nico RosbergROS,Mercedes,1:41.120,1:39.420,1:39.773,17
8,7,Michael SchumacherMSC,Mercedes,1:42.605,1:40.554,1:40.662,18
9,14,Adrian SutilSUT,Force India Mercedes,1:40.595,1:40.205,1:40.768,17
10,15,Paul di RestaDIR,Force India Mercedes,1:41.064,1:40.414,DNF,15
11,17,Sergio PerezPER,Sauber Ferrari,1:41.311,1:40.874,,18
12,10,Vitaly PetrovPET,Renault,1:40.955,1:40.919,,18
13,18,Sebastien BuemiBUE,STR Ferrari,1:41.737,1:41.009,,15
14,9,Bruno SennaSEN,Renault,1:41.391,1:41.079,,15
15,19,Jaime AlguersuariALG,STR Ferrari,1:41.386,1:41.162,,16
16,16,Kamui KobayashiKOB,Sauber Ferrari,1:41.613,1:41.240,,17
17,12,Pastor MaldonadoMAL,Williams Cosworth,1:42.258,1:41.760,,13
18,20,Heikki KovalainenKOV,Lotus Renault,1:42.979,,,11
19,21,Jarno TrulliTRU,Lotus Renault,1:43.884,,,11
20,24,Timo GlockGLO,Virgin Cosworth,1:44.515,,,9
21,22,Daniel RicciardoRIC,HRT Cosworth,1:44.641,,,9
22,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:44.699,,,8
23,23,Vitantonio LiuzziLIU,HRT Cosworth,1:45.159,,,8
