Pos,No,Driver,Car,Time
1,55,Carlos SainzSAI,Ferrari,1:40.983
2,1,Max VerstappenVER,Red Bull Racing RBPT,1:41.055
3,16,Charles LeclercLEC,Ferrari,1:41.298
4,11,Sergio PerezPER,Red Bull Racing RBPT,1:41.616
5,44,Lewis HamiltonHAM,Mercedes,1:41.995
6,4,Lando NorrisNOR,McLaren Mercedes,1:42.084
7,14,Fernando AlonsoALO,Alpine Renault,1:42.116
8,63,George RussellRUS,Mercedes,1:42.161
9,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:42.719
10,6,Nicholas LatifiLAT,Williams Mercedes,2:03.095
11,10,Pierre GaslyGAS,AlphaTauri RBPT,1:43.702
12,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:44.232
13,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:44.311
14,3,Daniel RicciardoRIC,McLaren Mercedes,1:44.355
15,31,Esteban OconOCO,Alpine Renault,1:45.190
16,23,Alexander AlbonALB,Williams Mercedes,1:42.078
17,20,Kevin MagnussenMAG,Haas Ferrari,1:42.159
18,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:42.666
19,47,Mick SchumacherMSC,Haas Ferrari,1:42.708
20,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:43.430
