Pos,No,Driver,Car,Time
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:21.299
2,14,Fernando AlonsoALO,Alpine Renault,1:21.944
3,55,Carlos SainzSAI,Ferrari,1:22.096
4,44,Lewis HamiltonHAM,Mercedes,1:22.891
5,20,Kevin MagnussenMAG,Haas Ferrari,1:22.960
6,47,Mick SchumacherMSC,Haas Ferrari,1:23.356
7,31,Esteban OconOCO,Alpine Renault,1:23.529
8,63,George RussellRUS,Mercedes,1:23.557
9,3,Daniel RicciardoRIC,McLaren Mercedes,1:23.749
10,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:24.030
11,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:26.788
12,23,Alexander AlbonALB,Williams Mercedes,1:26.858
13,11,Sergio PerezPER,Red Bull Racing RBPT,1:33.127
14,4,Lando NorrisNOR,McLaren Mercedes,
15,10,Pierre GaslyGAS,AlphaTauri RBPT,1:34.492
16,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:34.512
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:35.532
18,6,Nicholas LatifiLAT,Williams Mercedes,1:35.660
19,16,Charles LeclercLEC,Ferrari,
20,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:36.575
