Pos,No,Driver,Car,Time
1,16,Charles LeclercLEC,Ferrari,1:11.376
2,55,Carlos SainzSAI,Ferrari,1:11.601
3,11,Sergio PerezPER,Red Bull Racing RBPT,1:11.629
4,1,Max VerstappenVER,Red Bull Racing RBPT,1:11.666
5,4,Lando NorrisNOR,McLaren Mercedes,1:11.849
6,63,George RussellRUS,Mercedes,1:12.112
7,14,Fernando AlonsoALO,Alpine Renault,1:12.247
8,44,Lewis HamiltonHAM,Mercedes,1:12.560
9,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:12.732
10,31,Esteban OconOCO,Alpine Renault,1:13.047
11,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:12.797
12,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:12.909
13,20,Kevin MagnussenMAG,Haas Ferrari,1:12.921
14,3,Daniel RicciardoRIC,McLaren Mercedes,1:12.964
15,47,Mick SchumacherMSC,Haas Ferrari,1:13.081
16,23,Alexander AlbonALB,Williams Mercedes,1:13.611
17,10,Pierre GaslyGAS,AlphaTauri RBPT,1:13.660
18,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:13.678
19,6,Nicholas LatifiLAT,Williams Mercedes,1:14.403
20,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:15.606
